Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barnard, Paul",10,3,9.0,19,,,,1.0,,,,,1.0,2.0,,,,,,,,,
16,"Bone, Randall",6,5,1.0,7,1.0,,2.0,,,,,,1.0,2.0,,,,,,,,,
5,"Collins, Andrew",2,1,1.0,3,,,,1.0,,,,,1.0,2.0,,,,,,,,,
26,"Cooper, Paul",7,4,1.0,8,,,,,,,,,,2.0,,,,,,,,,
9,"Crawford, Shane",13,8,12.0,25,1.0,1.0,,2.0,,,,,3.0,,,,,,,,,,
13,"Dear, Paul",6,2,4.0,10,1.0,,3.0,,,,,,,2.0,,,,,,,,,
34,"Graham, Mark",9,6,7.0,16,,,4.0,1.0,,,,,,3.0,,,,,,,,,
15,"Harford, Daniel",14,3,6.0,20,1.0,2.0,,4.0,,,,,1.0,1.0,,,,,,,,,
22,"Hargreaves, Tim",13,6,4.0,17,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Hudson, Paul",3,1,,3,1.0,,,,,,,,1.0,,,,,,,,,,
11,"Jarman, Darren",25,7,9.0,34,,,,5.0,,,,,2.0,2.0,,,,,,,,,
24,"Langford, Chris",8,1,6.0,14,,1.0,,1.0,,,,,1.0,,,,,,,,,,
12,"Lawrence, Stephen",4,5,3.0,7,,,3.0,1.0,,,,,1.0,,,,,,,,,,
20,"Maginness, Scott",7,3,2.0,9,,,,,,,,,,1.0,,,,,,,,,
28,"McDonald, Alex",13,4,2.0,15,,,,1.0,,,,,2.0,,,,,,,,,,
8,"Minton-Connell, Simon",7,3,4.0,11,2.0,2.0,,,,,,,3.0,1.0,,,,,,,,,
44,"Platten, John",10,4,7.0,17,,,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Tallis, Rayden",3,1,4.0,7,,,,,,,,,,,,,,,,,,,
25,"Taylor, Jason",11,6,4.0,15,,1.0,1.0,,,,,,,1.0,,,,,,,,,
6,"Taylor, Richard",7,1,,7,,,,,,,,,1.0,,,,,,,,,,
30,"Woods, Tony",12,5,6.0,18,,,,1.0,,,,,,2.0,,,,,,,,,
Totals,Totals,190,79,92.0,282,8.0,8.0,13.0,21.0,,,,,20.0,22.0,,,,,,,,,
Opposition,Opposition,214,90,137.0,351,14.0,13.0,16.0,16.0,,,,,22.0,20.0,6.0,,,,,,,,
