Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",26y 238d,128 (75-2-51 59.38%),35 (0.27),←,
11,"Barlow, Ed",22y 172d,20 (7-2-11 40.00%),14 (0.70),←,
42,"Bevan, Paul",24y 294d,105 (58-2-45 56.19%),24 (0.23),←,
14,"Bird, Craig",20y 178d,34 (16-1-17 48.53%),12 (0.35),←,
6,"Bolton, Craig",29y 48d,188 (110-2-76 59.04%),25 (0.13),159 (93-2-64 59.12%),15 (0.09)
24,"Bolton, Jude",29y 125d,227 (122-3-102 54.41%),107 (0.47),←,
37,"Goodes, Adam",29y 191d,246 (133-3-110 54.67%),253 (1.03),←,
39,"Grundy, Heath",23y 46d,40 (21-0-19 52.50%),18 (0.45),←,
4,"Hannebery, Dan",18y 144d,1 (0-0-1 0.00%),,←,
15,"Jack, Kieren",22y 20d,41 (19-1-21 47.56%),20 (0.49),←,
16,"Jolly, Darren",27y 254d,160 (84-2-74 53.13%),67 (0.42),112 (64-2-46 58.04%),56 (0.50)
31,"Kirk, Brett",32y 266d,211 (116-3-92 55.69%),81 (0.38),←,
29,"Mattner, Martin",26y 346d,138 (79-1-58 57.61%),26 (0.19),40 (19-1-20 48.75%),12 (0.30)
3,"McVeigh, Jarrad",24y 102d,119 (67-2-50 57.14%),84 (0.71),←,
5,"OKeefe, Ryan",28y 175d,180 (101-2-77 56.67%),189 (1.05),←,
19,"OLoughlin, Michael",32y 148d,297 (169-4-124 57.58%),511 (1.72),←,
25,"Richards, Ted",26y 188d,119 (65-2-52 55.46%),30 (0.25),86 (46-2-38 54.65%),11 (0.13)
30,"Roberts-Thomson, Lewis",25y 313d,113 (66-1-46 58.85%),14 (0.12),←,
2,"Shaw, Rhyce",27y 275d,110 (54-0-56 49.09%),24 (0.22),16 (6-0-10 37.50%),4 (0.25)
40,"Smith, Nick",21y 36d,7 (1-0-6 14.29%),1 (0.14),←,
13,"Veszpremi, Patrick",19y 320d,10 (4-0-6 40.00%),12 (1.20),←,
18,"White, Jesse",21y 190d,14 (4-1-9 32.14%),9 (0.64),←,
Totals,Totals,25y 185d,2508 (1371-34-1103 54.67%),1556 (0.62),,
C,"Roos, Paul",46y 21d,172 (100-2-70 58.72%),,←,
