Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",8,2.0,8,16,,1.0,,2.0,,,,,,3.0,,,,,,,,,
22,"Bain, David",8,3.0,3,11,,1.0,,3.0,,,,,,1.0,,,,,,,,,
25,"Campbell, Matthew",13,,11,24,,,,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",9,4.0,8,17,,,,2.0,,,,,1.0,,,,,,,,,,
4,"Gastev, John",13,6.0,12,25,,,,1.0,,,,,1.0,1.0,,,,,,,,,
14,"Hamilton, Shane",13,3.0,4,17,,1.0,,,,,,,,,,,,,,,,,
5,"Hardie, Brad",12,1.0,8,20,2.0,2.0,,3.0,,,,,2.0,,,,,,,,,,
32,"Hart, Shaun",2,1.0,4,6,,,,,,,,,,,,,,,,,,,
9,"Ishchenko, Alex",4,7.0,9,13,,1.0,10.0,,,,,,,1.0,,,,,,,,,
17,"Leslie, Martin",10,4.0,8,18,,,,,,,,,,,,,,,,,,,
16,"Lester-Smith, Rod",8,4.0,6,14,,,,,,,,,1.0,,,,,,,,,,
19,"McLean, Michael",15,,10,25,,1.0,,7.0,,,,,2.0,1.0,3.0,,,,,,,,
24,"Merrett, Roger",4,3.0,10,14,1.0,,,3.0,,,,,2.0,,,,,,,,,,
26,"Noonan, Danny",17,10.0,7,24,1.0,1.0,,3.0,,,,,,,,,,,,,,,
28,"OBrien, Cameron",5,6.0,1,6,2.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,
30,"Ryan, Matthew",20,4.0,7,27,2.0,,,1.0,,,,,1.0,,,,,,,,,,
42,"Strempel, Shane",4,5.0,5,9,2.0,,,,,,,,,3.0,,,,,,,,,
46,"Wearne, David",14,5.0,5,19,1.0,,,2.0,,,,,,1.0,,,,,,,,,
35,"Worsfold, Peter",7,3.0,4,11,1.0,1.0,,,,,,,,,,,,,,,,,
21,"Zanotti, Mark",15,11.0,12,27,,,,,,,,,1.0,1.0,2.0,,,,,,,,
Totals,Totals,201,82.0,142,343,12.0,11.0,12.0,29.0,,,,,13.0,14.0,5.0,,,,,,,,
Opposition,Opposition,237,87.0,79,316,16.0,18.0,24.0,14.0,,,,,14.0,13.0,1.0,,,,,,,,
