Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,2,10,19,1,,,2.0,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",15,5,11,26,,,,2.0,,,,,1.0,,,,,,,,,,
17,"Charles, Justin",4,3,4,8,,,7.0,,,,,,3.0,2.0,,,,,,,,,
20,"Coleman, Glenn",17,9,7,24,,1.0,5.0,1.0,,,,,,2.0,,,,,,,,,
26,"Del-Re, Danny",13,8,6,19,4,2.0,,,,,,,,1.0,,,,,,,,,
12,"Eppelstun, Greg",10,2,7,17,,,,1.0,,,,,,,,,,,,,,,
32,"Foster, Peter",19,8,4,23,,,,1.0,,,,,,1.0,2.0,,,,,,,,
29,"Grant, Chris",9,4,5,14,3,,,,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",7,3,3,10,2,,,,,,,,1.0,3.0,,,,,,,,,
43,"Hogg, Matthew",8,4,9,17,,,,2.0,,,,,3.0,,,,,,,,,,
10,"Hunter, Mark",10,2,6,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Kennedy, Rick",6,4,3,9,,,,,,,,,,2.0,,,,,,,,,
21,"Kolyniuk, Steven",17,5,8,25,1,5.0,,3.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",16,2,19,35,,,,2.0,,,,,3.0,,3.0,,,,,,,,
11,"McGuinness, Tony",18,4,8,26,1,2.0,,1.0,,,,,,,1.0,,,,,,,,
14,"Reynolds, Keenan",6,1,1,7,,,,1.0,,,,,1.0,,,,,,,,,,
33,"Royal, Brian",9,4,18,27,,1.0,,2.0,,,,,,2.0,,,,,,,,,
16,"Wallace, Terry",10,3,7,17,,,,,,,,,,1.0,,,,,,,,,
24,"Wallis, Stephen",13,5,12,25,,,,4.0,,,,,3.0,1.0,,,,,,,,,
28,"Williams, Mark",,,,,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,78,148,364,12,13.0,12.0,23.0,,,,,18.0,18.0,6.0,,,,,,,,
Opposition,Opposition,209,67,126,335,11,12.0,26.0,24.0,,,,,19.0,18.0,,,,,,,,,
