Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
28,"Collins, Matthew",21y 187d,15 (7-0-8 46.67%),2 (0.13),1 (1-0-0 100.00%),
33,"Farmer, Jeff",21y 45d,56 (19-0-37 33.93%),98 (1.75),←,
20,"Febey, Matthew",28y 354d,118 (53-0-65 44.92%),31 (0.26),←,
21,"Febey, Steven",28y 354d,199 (101-0-98 50.75%),28 (0.14),←,
32,"Gaspar, Damien",23y 133d,29 (8-0-21 27.59%),,←,
27,"Ingerson, Anthony",28y 299d,95 (36-0-59 37.89%),40 (0.42),58 (20-0-38 34.48%),15 (0.26)
7,"Kowal, Darren",26y 51d,88 (41-0-47 46.59%),32 (0.36),←,
36,"Leoncelli, Andrew",24y 22d,36 (14-0-22 38.89%),6 (0.17),←,
3,"Lyon, Garry",30y 329d,220 (123-1-96 56.14%),417 (1.90),←,
35,"McDonald, Anthony",26y 56d,37 (13-0-24 35.14%),16 (0.43),←,
23,"McDonald, James",21y 307d,20 (11-0-9 55.00%),13 (0.65),←,
9,"Neitz, David",23y 198d,113 (48-0-65 42.48%),155 (1.37),←,
43,"Rigoni, Guy",24y 12d,19 (11-0-8 57.89%),3 (0.16),←,
5,"Schwarz, David",26y 15d,88 (38-1-49 43.75%),136 (1.55),←,
1,"Shanahan, Jamie",30y 245d,141 (74-1-66 52.84%),,16 (10-0-6 62.50%),
39,"Smoker, Craig",20y 126d,16 (10-0-6 62.50%),12 (0.75),←,
11,"Stynes, Jim",32y 107d,258 (130-1-127 50.58%),130 (0.50),←,
2,"Tingay, Stephen",27y 360d,147 (79-0-68 53.74%),73 (0.50),←,
12,"Viney, Todd",32y 131d,210 (100-1-109 47.86%),80 (0.38),←,
34,"White, Jeff",21y 170d,51 (24-0-27 47.06%),33 (0.65),19 (11-0-8 57.89%),15 (0.79)
22,"Woewodin, Shane",22y 27d,41 (15-0-26 36.59%),8 (0.20),←,
13,"Yze, Adem",20y 321d,66 (25-0-41 37.88%),25 (0.38),←,
Totals,Totals,25y 225d,2063 (980-5-1078 47.50%),1338 (0.65),,
C,"Daniher, Neale",37y 174d,19 (11-0-8 57.89%),,←,
