Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
3,"Berry, Sam",22y 67d,44 (15-0-29 34.09%),10 (0.23),←,
35,"Borlase, James",21y 276d,7 (2-0-5 28.57%),,←,
15,"Cook, Brayden",21y 276d,15 (5-0-10 33.33%),4 (0.27),←,
12,"Dawson, Jordan",27y 10d,115 (50-0-65 43.48%),54 (0.47),51 (20-0-31 39.22%),20 (0.39)
32,"Fogarty, Darcy",24y 207d,85 (29-0-56 34.12%),122 (1.44),←,
44,"Gollant, Lachlan",22y 220d,15 (8-0-7 53.33%),13 (0.87),←,
17,"Hamill, Will",23y 154d,40 (11-0-29 27.50%),1 (0.03),←,
20,"Hinge, Mitch",25y 298d,49 (20-0-29 40.82%),5 (0.10),46 (18-0-28 39.13%),4 (0.09)
1,"Jones, Chayce",24y 96d,82 (26-0-56 31.71%),18 (0.22),←,
48,"Keane, Mark",24y 33d,15 (5-0-10 33.33%),,10 (4-0-6 40.00%),
2,"Keays, Ben",27y 56d,119 (36-0-83 30.25%),67 (0.56),89 (30-0-59 33.71%),56 (0.63)
29,"Laird, Rory",30y 112d,230 (114-1-115 49.78%),29 (0.13),←,
25,"McHenry, Ned",23y 281d,65 (23-0-42 35.38%),30 (0.46),←,
16,"Michalanney, Max",20y 53d,28 (12-0-16 42.86%),,←,
27,"Nankervis, Luke",20y 330d,7 (3-0-4 42.86%),,←,
43,"OBrien, Reilly",28y 243d,106 (40-0-66 37.74%),13 (0.12),←,
8,"Rachele, Josh",21y 8d,40 (15-0-25 37.50%),48 (1.20),←,
23,"Rankine, Izak",23y 362d,74 (26-1-47 35.81%),102 (1.38),26 (10-0-16 38.46%),45 (1.73)
38,"Sholl, Lachlan",24y 43d,57 (20-0-37 35.09%),14 (0.25),←,
33,"Smith, Brodie",32y 96d,253 (128-1-124 50.79%),71 (0.28),←,
14,"Soligo, Jake",21y 85d,43 (17-0-26 39.53%),18 (0.42),←,
13,"Walker, Taylor",33y 360d,265 (133-1-131 50.38%),620 (2.34),←,
24,"Worrell, Josh",23y 8d,23 (11-0-12 47.83%),,←,
Totals,Totals,24y 255d,1777 (749-4-1024 42.15%),1239 (0.70),,
C,"Nicks, Matthew",48y 342d,89 (30-0-59 33.71%),,←,
