Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Aliir, Aliir",6,3,5,11,,,,1.0,2.0,3.0,,4.0,,1.0,,3.0,8.0,,,5.0,,,84.0
22,"Blakey, Nick",5,1,1,6,,1.0,,2.0,1.0,,,1.0,2.0,,,3.0,3.0,,,,,,81.0
7,"Cunningham, Harry",8,5,5,13,,,,2.0,1.0,2.0,,2.0,,,,4.0,9.0,,,,,,88.0
34,"Dawson, Jordan",10,2,6,16,,,,1.0,4.0,4.0,,2.0,1.0,1.0,,1.0,10.0,1.0,,1.0,,1.0,80.0
13,"Florent, Oliver",7,3,5,12,,,,1.0,,3.0,2.0,2.0,,1.0,,5.0,7.0,,,3.0,1.0,,79.0
42,"Fox, Robbie",5,2,4,9,,,,,1.0,2.0,,3.0,1.0,2.0,,3.0,7.0,,,2.0,,,80.0
9,"Hayward, Will",5,6,6,11,,,,4.0,,,,1.0,,1.0,,6.0,5.0,3.0,,2.0,,,87.0
5,"Heeney, Isaac",9,6,2,11,,2.0,,3.0,,2.0,,1.0,1.0,,,4.0,7.0,,2.0,1.0,,,78.0
29,"Hewett, George",5,1,9,14,,,,2.0,1.0,2.0,3.0,1.0,1.0,,,10.0,4.0,1.0,,,,,85.0
12,"Kennedy, Josh",13,3,6,19,1,,,8.0,1.0,4.0,2.0,6.0,,1.0,,5.0,13.0,,1.0,,1.0,1.0,80.0
44,"Lloyd, Jake",11,2,11,22,,,,1.0,5.0,1.0,2.0,1.0,,,,7.0,11.0,,,1.0,,,91.0
27,"McInerney, Justin",4,2,8,12,,,,4.0,,1.0,,1.0,,,,4.0,9.0,,,2.0,,,86.0
41,"McLean, Hayden",2,2,2,4,,1.0,1.0,4.0,,1.0,,,,,,2.0,2.0,,1.0,,,,77.0
14,"Mills, Callum",13,6,5,18,,,,4.0,3.0,1.0,2.0,1.0,,1.0,,5.0,12.0,,,4.0,,,93.0
10,"Naismith, Sam",6,4,2,8,,,25.0,5.0,1.0,3.0,1.0,1.0,,1.0,,1.0,5.0,,,2.0,,,63.0
11,"Papley, Tom",10,8,3,13,4,2.0,,,,,2.0,1.0,1.0,1.0,2.0,4.0,9.0,,6.0,,,,91.0
26,"Parker, Luke",13,2,12,25,,,,3.0,1.0,4.0,9.0,2.0,2.0,1.0,,16.0,9.0,,,2.0,,,82.0
24,"Rampe, Dane",8,2,4,12,,,,1.0,6.0,,,2.0,,2.0,,3.0,9.0,,,5.0,,,90.0
25,"Ronke, Ben",7,3,3,10,,,,4.0,1.0,4.0,,2.0,1.0,,,4.0,4.0,,,,,2.0,81.0
8,"Rowbottom, James",9,2,5,14,,,,7.0,3.0,1.0,3.0,6.0,3.0,3.0,,8.0,6.0,1.0,,1.0,,,85.0
18,"Sinclair, Callum",5,4,3,8,,1.0,18.0,1.0,,2.0,1.0,2.0,,,,5.0,3.0,2.0,2.0,2.0,,,80.0
28,"Taylor, Lewis",6,3,2,8,,1.0,,3.0,1.0,2.0,,2.0,1.0,,,2.0,6.0,,1.0,,,,58.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,72,109,276,5,9.0,44.0,61.0,32.0,42.0,27.0,44.0,14.0,16.0,2.0,105.0,158.0,8.0,13.0,33.0,2.0,4.0,
Opposition,Opposition,165,60,130,295,10,7.0,19.0,47.0,37.0,42.0,31.0,38.0,16.0,14.0,4.0,129.0,163.0,16.0,13.0,32.0,2.0,3.0,
