Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",17,12,1,18,12,2.0,,,,,,,1.0,6.0,3.0,,,,,,,,
40,"Brown, Paul",5,2,4,9,5,,,1.0,,,,,1.0,,,,,,,,,,
16,"Brownless, Bill",10,3,9,19,,,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
19,"Bruns, Neville",14,3,12,26,,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
7,"Couch, Paul",19,8,14,33,1,2.0,,3.0,,,,,1.0,1.0,,,,,,,,,
28,"Darcy, Tim",4,3,4,8,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Fletcher, Adrian",18,7,18,36,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
46,"Forssman, Darren",10,2,6,16,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
25,"Hamilton, Shane",14,3,10,24,2,,,2.0,,,,,4.0,2.0,,,,,,,,,
39,"Hinkley, Ken",18,7,13,31,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,
32,"Hocking, Garry",11,4,14,25,1,,,1.0,,,,,1.0,,,,,,,,,,
1,"Hocking, Steve",8,2,7,15,,,,2.0,,,,,3.0,,,,,,,,,,
12,"Malakellis, Spiro",9,1,10,19,,,,,,,,,1.0,,,,,,,,,,
50,"Malakellis, Tony",4,2,9,13,,1.0,,,,,,,,,,,,,,,,,
49,"Mansfield, Michael",16,4,13,29,,,,,,,,,3.0,1.0,,,,,,,,,
38,"McCrabb, Austin",10,1,4,14,1,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
55,"Neeld, Mark",9,1,6,15,,,,1.0,,,,,3.0,,,,,,,,,,
24,"Poole, Trevor",10,4,11,21,,,,2.0,,,,,3.0,1.0,,,,,,,,,
26,"Stoneham, Barry",13,9,6,19,1,,11.0,2.0,,,,,1.0,3.0,,,,,,,,,
10,"Troy, Darren",7,1,4,11,,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,79,175,401,24,14.0,14.0,22.0,,,,,33.0,23.0,5.0,,,,,,,,
Opposition,Opposition,189,75,103,292,14,10.0,17.0,26.0,,,,,23.0,33.0,1.0,,,,,,,,
