Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
32,"Dangerfield, Patrick",19y 7d,5 (3-0-2 60.00%),3 (0.60),←,
11,"Doughty, Michael",29y 250d,145 (89-0-56 61.38%),34 (0.23),←,
26,"Douglas, Richard",22y 65d,41 (23-0-18 56.10%),29 (0.71),←,
9,"Edwards, Tyson",32y 249d,292 (160-0-132 54.79%),183 (0.63),←,
1,"Gill, Nick",26y 230d,17 (10-0-7 58.82%),21 (1.24),←,
36,"Goodwin, Simon",32y 107d,241 (138-0-103 57.26%),156 (0.65),←,
18,"Johncock, Graham",26y 173d,149 (84-0-65 56.38%),89 (0.60),←,
14,"Mackay, David",20y 261d,22 (15-0-7 68.18%),4 (0.18),←,
20,"Maric, Ivan",23y 98d,33 (19-0-14 57.58%),17 (0.52),←,
23,"McLeod, Andrew",32y 251d,307 (168-0-139 54.72%),257 (0.84),←,
22,"Otten, Andy",19y 332d,5 (3-0-2 60.00%),,←,
33,"Petrenko, Jared",19y 111d,3 (2-0-1 66.67%),1 (0.33),←,
40,"Porplyzia, Jason",24y 136d,47 (30-0-17 63.83%),66 (1.40),←,
3,"Reilly, Brent",25y 151d,96 (57-0-39 59.38%),39 (0.41),←,
25,"Rutten, Ben",25y 319d,105 (66-0-39 62.86%),5 (0.05),←,
27,"Stevens, Scott",27y 87d,104 (53-1-50 51.44%),72 (0.69),79 (43-0-36 54.43%),55 (0.70)
15,"Symes, Brad",24y 36d,37 (18-0-19 48.65%),5 (0.14),17 (10-0-7 58.82%),3 (0.18)
5,"Thompson, Scott",26y 29d,134 (78-0-56 58.21%),98 (0.73),95 (60-0-35 63.16%),81 (0.85)
4,"Tippett, Kurt",21y 339d,22 (12-0-10 54.55%),21 (0.95),←,
7,"van Berlo, Nathan",22y 310d,79 (48-0-31 60.76%),24 (0.30),←,
17,"Vince, Bernie",23y 192d,34 (22-0-12 64.71%),18 (0.53),←,
13,"Walker, Taylor",18y 352d,3 (2-0-1 66.67%),5 (1.67),←,
Totals,Totals,24y 285d,1921 (1100-1-820 57.26%),1147 (0.60),,
C,"Craig, Neil",53y 91d,107 (66-0-41 61.68%),,←,
