Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 106d,266 (160-0-106 60.15%),135 (0.51),←,
16,"Brown, Leigh",23y 135d,121 (49-1-71 40.91%),47 (0.39),58 (30-1-27 52.59%),27 (0.47)
2,"Colbert, Leigh",30y 31d,202 (115-2-85 57.43%),64 (0.32),97 (53-1-43 55.15%),14 (0.14)
24,"Firrito, Michael",21y 223d,33 (18-0-15 54.55%),7 (0.21),←,
6,"Grant, Shannon",28y 80d,229 (131-2-96 57.64%),259 (1.13),171 (99-1-71 58.19%),221 (1.29)
31,"Hale, David",21y 47d,29 (13-0-16 44.83%),15 (0.52),←,
39,"Harding, Leigh",24y 73d,62 (33-1-28 54.03%),96 (1.55),←,
4,"Harris, Daniel",23y 59d,61 (32-1-28 53.28%),22 (0.36),←,
29,"Harvey, Brent",27y 55d,186 (109-1-76 58.87%),222 (1.19),←,
21,"Jones, Corey",24y 132d,73 (35-0-38 47.95%),78 (1.07),←,
35,"Makepeace, Troy",26y 124d,119 (62-1-56 52.52%),30 (0.25),←,
20,"Petrie, Drew",22y 266d,77 (38-1-38 50.00%),63 (0.82),←,
25,"Picioane, Lance",25y 31d,75 (39-0-36 52.00%),26 (0.35),13 (9-0-4 69.23%),
30,"Pratt, Daniel",22y 109d,13 (7-0-6 53.85%),1 (0.08),10 (6-0-4 60.00%),
3,"Rawlings, Brady",24y 28d,103 (56-0-47 54.37%),43 (0.42),←,
26,"Rocca, Saverio",31y 230d,240 (111-3-126 46.88%),708 (2.95),84 (41-1-42 49.40%),194 (2.31)
32,"Sansbury, Eddie",21y 224d,18 (8-0-10 44.44%),5 (0.28),←,
7,"Simpson, Adam",29y 142d,217 (132-1-84 61.06%),67 (0.31),←,
12,"Stevens, Michael",24y 243d,55 (28-0-27 50.91%),18 (0.33),38 (20-0-18 52.63%),15 (0.39)
23,"Thompson, Nathan",27y 144d,134 (64-1-69 48.13%),230 (1.72),15 (9-0-6 60.00%),38 (2.53)
1,"Watson, Ashley",21y 104d,7 (4-0-3 57.14%),1 (0.14),←,
36,"Watt, Shannon",24y 224d,83 (43-1-39 52.41%),4 (0.05),←,
Totals,Totals,25y 111d,2403 (1287-16-1100 53.56%),2141 (0.89),,
C,"Laidley, Dani",38y 103d,59 (30-1-28 51.69%),,←,
