Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",12,3,7,19,2,2.0,,1.0,,2.0,,3.0,1.0,,,7.0,11.0,1.0,2.0,1.0,1.0,,83.0
21,"Barlow, Michael",3,2,12,15,,,,5.0,1.0,4.0,2.0,,,,,7.0,8.0,1.0,,,,,69.0
19,"Blakely, Connor",6,2,4,10,,,5.0,2.0,1.0,4.0,2.0,,1.0,,,5.0,5.0,,,1.0,,1.0,54.0
17,"Crozier, Hayden",4,4,4,8,1,,,3.0,,2.0,1.0,,,,,3.0,5.0,1.0,1.0,,,,71.0
3,"Dawson, Zac",1,2,6,7,,,4.0,1.0,,,,1.0,1.0,1.0,,7.0,2.0,1.0,,11.0,,,98.0
12,"Griffin, Jonathon",9,2,8,17,,,41.0,3.0,3.0,2.0,6.0,3.0,2.0,1.0,,12.0,7.0,1.0,,6.0,,3.0,88.0
32,"Hill, Stephen",16,1,11,27,,1.0,,3.0,2.0,3.0,2.0,3.0,,1.0,,8.0,21.0,,,2.0,,2.0,85.0
15,"Hughes, Ethan",8,6,2,10,,,,5.0,1.0,1.0,,2.0,1.0,,,6.0,3.0,3.0,,3.0,,,81.0
5,"Ibbotson, Garrick",11,8,,11,,,,4.0,2.0,1.0,,4.0,1.0,2.0,,4.0,9.0,1.0,,4.0,,,96.0
23,"Mayne, Chris",6,3,5,11,3,1.0,1.0,8.0,,1.0,,,1.0,,,4.0,6.0,,2.0,,,,82.0
16,"Mundy, David",12,2,8,20,,,1.0,3.0,2.0,3.0,7.0,,,,,9.0,11.0,,,2.0,1.0,,82.0
27,"Neale, Lachie",13,6,20,33,,,,1.0,1.0,3.0,13.0,3.0,1.0,1.0,2.0,25.0,10.0,,,1.0,,,89.0
29,"Pavlich, Matthew",5,6,6,11,1,2.0,,2.0,,,1.0,1.0,,1.0,,5.0,7.0,3.0,3.0,1.0,,1.0,85.0
25,"Pearce, Alex",4,2,2,6,,,,1.0,1.0,1.0,,2.0,,,,4.0,2.0,1.0,,4.0,,,95.0
6,"Pearce, Danyle",19,6,7,26,1,,,2.0,3.0,7.0,3.0,2.0,,,,7.0,19.0,,,1.0,,,86.0
11,"Sheridan, Tom",9,3,2,11,,,,3.0,3.0,1.0,1.0,1.0,,,,3.0,7.0,1.0,,2.0,,,88.0
34,"Spurr, Lee",9,4,5,14,,,,9.0,2.0,2.0,,2.0,,,,2.0,11.0,1.0,,,,,93.0
8,"Suban, Nick",5,1,4,9,1,,,6.0,1.0,3.0,3.0,4.0,1.0,3.0,,6.0,3.0,,,,,1.0,68.0
33,"Sutcliffe, Cam",9,6,5,14,,,,4.0,2.0,2.0,,2.0,3.0,,,4.0,11.0,,1.0,4.0,,,73.0
20,"Taberner, Matthew",3,3,4,7,1,,,1.0,,,,2.0,1.0,1.0,,8.0,,3.0,1.0,2.0,,,81.0
10,"Walters, Michael",18,7,4,22,1,2.0,,5.0,2.0,6.0,2.0,7.0,2.0,4.0,,9.0,14.0,2.0,3.0,1.0,1.0,1.0,86.0
14,"Weller, Lachie",7,4,8,15,,1.0,,3.0,,1.0,,2.0,1.0,,,4.0,11.0,,1.0,,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,83,134,323,11,11.0,52.0,75.0,27.0,49.0,43.0,44.0,17.0,15.0,2.0,149.0,183.0,20.0,14.0,46.0,3.0,9.0,
Opposition,Opposition,206,77,156,362,14,11.0,55.0,79.0,35.0,45.0,47.0,45.0,15.0,17.0,4.0,157.0,200.0,11.0,8.0,62.0,6.0,9.0,
