Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",19y 254d,35 (7-0-28 20.00%),6 (0.17),←,
4,"Bastinac, Ryan",25y 60d,142 (70-0-72 49.30%),72 (0.51),21 (3-0-18 14.29%),6 (0.29)
7,"Bell, Tom",25y 69d,64 (19-1-44 30.47%),50 (0.78),13 (1-0-12 7.69%),14 (1.08)
19,"Clayton, Josh",20y 217d,1 (0-0-1 0.00%),,←,
26,"Cutler, Tom",21y 183d,32 (8-0-24 25.00%),12 (0.38),←,
27,"Gardiner, Darcy",20y 334d,42 (11-0-31 26.19%),3 (0.07),←,
40,"Hammelmann, Matthew",20y 166d,8 (2-0-6 25.00%),,←,
11,"Hanley, Pearce",27y 280d,128 (38-0-90 29.69%),57 (0.45),←,
30,"Hipwood, Eric",18y 343d,9 (2-0-7 22.22%),11 (1.22),←,
1,"Keays, Ben",19y 180d,15 (2-0-13 13.33%),3 (0.20),←,
35,"Lester, Ryan",23y 361d,79 (25-0-54 31.65%),31 (0.39),←,
12,"Martin, Stefan",29y 278d,113 (27-1-85 24.34%),38 (0.34),56 (13-0-43 23.21%),15 (0.27)
36,"Mathieson, Rhys",19y 224d,10 (2-0-8 20.00%),6 (0.60),←,
32,"Mayes, Sam",22y 93d,73 (22-0-51 30.14%),26 (0.36),←,
21,"Merrett, Daniel",31y 253d,199 (79-3-117 40.45%),69 (0.35),←,
39,"Paine, Jackson",23y 61d,16 (5-0-11 31.25%),11 (0.69),10 (1-0-9 10.00%),3 (0.30)
10,"Rich, Daniel",26y 75d,142 (47-1-94 33.45%),92 (0.65),←,
5,"Robinson, Mitch",27y 75d,141 (58-1-82 41.49%),71 (0.50),41 (7-0-34 17.07%),13 (0.32)
38,"Rockliff, Tom",26y 181d,133 (41-0-92 30.83%),69 (0.52),←,
28,"Taylor, Lewis",21y 186d,62 (13-0-49 20.97%),47 (0.76),←,
14,"Walker, Josh",23y 283d,48 (22-1-25 46.88%),55 (1.15),15 (3-0-12 20.00%),20 (1.33)
15,"Zorko, Dayne",27y 194d,100 (32-0-68 32.00%),100 (1.00),←,
Totals,Totals,23y 281d,1592 (532-8-1052 33.42%),829 (0.52),,
C,"Leppitsch, Justin",40y 325d,65 (14-0-51 21.54%),,←,
