Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",23y 231d,89 (39-2-48 44.94%),27 (0.30),←,
20,"Black, Simon",30y 92d,246 (146-3-97 59.96%),149 (0.61),←,
36,"Bradshaw, Daniel",30y 225d,215 (121-2-92 56.74%),474 (2.20),212 (118-2-92 56.13%),474 (2.24)
17,"Brennan, Jared",24y 341d,92 (45-2-45 50.00%),63 (0.68),←,
16,"Brown, Jonathan",27y 248d,174 (110-2-62 63.79%),385 (2.21),←,
1,"Clark, Mitch",21y 258d,36 (16-1-19 45.83%),21 (0.58),←,
5,"Harding, Scott",23y 15d,43 (23-2-18 55.81%),12 (0.28),←,
14,"Henderson, Lachie",19y 202d,14 (7-0-7 50.00%),3 (0.21),←,
33,"Hooper, Rhan",21y 176d,46 (22-1-23 48.91%),48 (1.04),←,
4,"Johnstone, Travis",28y 352d,189 (92-1-96 48.94%),132 (0.70),29 (14-0-15 48.28%),21 (0.72)
26,"Macdonald, Joel",24y 267d,72 (40-0-32 55.56%),6 (0.08),←,
9,"McGrath, Ashley",26y 45d,127 (70-1-56 55.51%),102 (0.80),←,
21,"Merrett, Daniel",24y 204d,78 (34-2-42 44.87%),16 (0.21),←,
24,"Patfull, Joel",24y 209d,68 (30-2-36 45.59%),19 (0.28),←,
31,"Polkinghorne, James",20y 164d,14 (8-0-6 57.14%),8 (0.57),←,
6,"Power, Luke",29y 177d,231 (135-2-94 58.87%),197 (0.85),←,
2,"Proud, Albert",20y 301d,19 (9-0-10 47.37%),4 (0.21),←,
10,"Rich, Daniel",19y 27d,14 (8-0-6 57.14%),9 (0.64),←,
35,"Rischitelli, Michael",23y 177d,79 (36-2-41 46.84%),33 (0.42),←,
3,"Sheldon, Sam",20y 118d,9 (6-0-3 66.67%),,←,
11,"Sherman, Justin",22y 159d,87 (36-2-49 42.53%),63 (0.72),←,
32,"Stiller, Cheynee",23y 62d,58 (24-2-32 43.10%),15 (0.26),←,
Totals,Totals,24y 51d,2000 (1057-29-914 52.85%),1786 (0.89),,
C,"Voss, Michael",33y 362d,14 (8-0-6 57.14%),,←,
