Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 122d,248 (151-0-97 60.89%),131 (0.53),←,
16,"Brown, Leigh",22y 152d,102 (39-1-62 38.73%),44 (0.43),39 (20-1-18 52.56%),24 (0.62)
2,"Colbert, Leigh",29y 47d,187 (106-2-79 57.22%),64 (0.34),82 (44-1-37 54.27%),14 (0.17)
24,"Firrito, Michael",20y 240d,16 (9-0-7 56.25%),4 (0.25),←,
6,"Grant, Shannon",27y 96d,209 (121-2-86 58.37%),231 (1.11),151 (89-1-61 59.27%),193 (1.28)
31,"Hale, David",20y 63d,10 (3-0-7 30.00%),4 (0.40),←,
4,"Harris, Daniel",22y 75d,42 (22-1-19 53.57%),15 (0.36),←,
29,"Harvey, Brent",26y 71d,167 (100-1-66 60.18%),205 (1.23),←,
28,"Harvey, Shane",21y 203d,13 (8-0-5 61.54%),13 (1.00),2 (1-0-1 50.00%),4 (2.00)
21,"Jones, Corey",23y 149d,53 (25-0-28 47.17%),50 (0.94),←,
34,"King, David",32y 139d,236 (144-1-91 61.23%),145 (0.61),←,
35,"Makepeace, Troy",25y 140d,100 (52-1-47 52.50%),26 (0.26),←,
19,"Motlop, Daniel",22y 130d,39 (16-1-22 42.31%),46 (1.18),←,
20,"Petrie, Drew",21y 283d,58 (28-1-29 49.14%),54 (0.93),←,
17,"Porter, Mark",27y 287d,109 (57-1-51 52.75%),20 (0.18),54 (29-1-24 54.63%),7 (0.13)
26,"Rocca, Saverio",30y 247d,223 (104-3-116 47.31%),669 (3.00),67 (34-1-32 51.49%),155 (2.31)
7,"Simpson, Adam",28y 159d,197 (122-1-74 62.18%),65 (0.33),←,
9,"Sinclair, Jess",25y 333d,115 (42-1-72 36.96%),55 (0.48),65 (29-1-35 45.38%),29 (0.45)
10,"Stevens, Anthony",33y 22d,287 (172-1-114 60.10%),126 (0.44),←,
12,"Stevens, Michael",23y 260d,36 (19-0-17 52.78%),8 (0.22),19 (11-0-8 57.89%),5 (0.26)
36,"Watt, Shannon",23y 241d,64 (33-1-30 52.34%),4 (0.06),←,
8,"Wells, Daniel",19y 172d,35 (19-1-15 55.71%),21 (0.60),←,
Totals,Totals,25y 148d,2546 (1392-20-1134 54.67%),2000 (0.79),,
C,"Laidley, Dani",37y 119d,39 (20-1-18 52.56%),,←,
