North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Campbell, Matt",21y 152d,26 (14-1-11 55.77%),31 (1.19),←,
11,"Firrito, Michael",24y 207d,95 (49-1-45 52.11%),13 (0.14),←,
38,"Gibson, Josh",24y 100d,33 (16-0-17 48.48%),,←,
6,"Grant, Shannon",31y 63d,292 (163-3-126 56.34%),349 (1.20),234 (131-2-101 56.41%),311 (1.33)
31,"Hale, David",24y 30d,91 (40-1-50 44.51%),55 (0.60),←,
26,"Hansen, Lachlan",19y 309d,4 (2-0-2 50.00%),,←,
39,"Harding, Leigh",27y 56d,101 (49-2-50 49.50%),129 (1.28),←,
4,"Harris, Daniel",26y 42d,129 (64-2-63 50.39%),39 (0.30),←,
29,"Harvey, Brent",30y 38d,254 (141-2-111 55.91%),295 (1.16),←,
21,"Jones, Corey",27y 116d,137 (66-1-70 48.54%),186 (1.36),←,
2,"Lower, Ed",20y 364d,23 (13-1-9 58.70%),10 (0.43),←,
40,"Obst, Alan",21y 33d,2 (2-0-0 100.00%),,←,
20,"Petrie, Drew",25y 250d,144 (70-2-72 49.31%),121 (0.84),←,
30,"Pratt, Daniel",25y 92d,74 (38-0-36 51.35%),5 (0.07),71 (37-0-34 52.11%),4 (0.06)
3,"Rawlings, Brady",27y 11d,171 (88-1-82 51.75%),56 (0.33),←,
28,"Riggio, Matt",20y 99d,8 (3-0-5 37.50%),,←,
7,"Simpson, Adam",32y 126d,280 (162-2-116 58.21%),77 (0.28),←,
12,"Thomas, Lindsay",20y 114d,25 (12-1-12 50.00%),30 (1.20),←,
23,"Thompson, Nathan",30y 128d,175 (81-2-92 46.86%),323 (1.85),56 (26-1-29 47.32%),131 (2.34)
14,"Urquhart, Gavin",20y 34d,4 (1-0-3 25.00%),,←,
36,"Watt, Shannon",27y 208d,142 (73-2-67 52.11%),9 (0.06),←,
8,"Wells, Daniel",23y 139d,113 (56-2-55 50.44%),63 (0.56),←,
Totals,Totals,25y 7d,2323 (1203-26-1094 51.79%),1791 (0.77),,
C,"Laidley, Dani",41y 86d,127 (62-2-63 49.61%),,←,
