Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",12,6,6,18,,1.0,,2.0,2.0,4.0,1.0,3.0,,1.0,,5.0,13.0,,,4.0,,,90.0
5,"Boyd, Matthew",21,8,18,39,,,,6.0,5.0,8.0,6.0,9.0,2.0,1.0,1.0,18.0,23.0,,1.0,3.0,,,90.0
17,"Cooney, Adam",15,1,8,23,1,,,4.0,1.0,5.0,3.0,2.0,,,,9.0,14.0,,,2.0,2.0,,77.0
49,"Cordy, Ayce",3,3,6,9,,,2.0,7.0,,,,1.0,,,,4.0,5.0,1.0,,2.0,,,90.0
4,"Cross, Daniel",5,2,18,23,,1.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,,,10.0,13.0,,,4.0,,1.0,91.0
40,"Dahlhaus, Luke",12,3,10,22,,1.0,,2.0,1.0,3.0,3.0,5.0,6.0,2.0,,15.0,9.0,1.0,,1.0,2.0,,80.0
33 ↑,"Djerrkura, Nathan",3,1,3,6,1,,,2.0,,1.0,,1.0,,,,2.0,4.0,,,,,1.0,28.0
13,"Giansiracusa, Daniel",5,1,4,9,1,1.0,,1.0,,1.0,1.0,2.0,1.0,,,3.0,6.0,,,2.0,,,81.0
1,"Grant, Jarrad",5,4,8,13,,1.0,,5.0,,,,2.0,,1.0,,4.0,10.0,,1.0,3.0,,,78.0
16,"Griffen, Ryan",13,2,5,18,1,,,2.0,1.0,5.0,2.0,1.0,,,,5.0,13.0,,1.0,1.0,,,79.0
25,"Hargrave, Ryan",12,5,7,19,,1.0,,1.0,1.0,3.0,1.0,5.0,,1.0,,3.0,17.0,,,1.0,,,89.0
7,"Higgins, Shaun",13,8,9,22,,1.0,,1.0,1.0,1.0,,2.0,2.0,2.0,,7.0,15.0,,1.0,1.0,,,82.0
19,"Jones, Liam",4,2,2,6,1,,,2.0,,2.0,,3.0,,3.0,,3.0,4.0,,1.0,1.0,,,85.0
36,"Lake, Brian",13,9,5,18,,,,1.0,6.0,,,3.0,,2.0,,5.0,12.0,2.0,,2.0,,,97.0
21 ↓,"Liberatore, Tom",3,2,3,6,,,,2.0,1.0,1.0,1.0,,1.0,,,3.0,3.0,,,1.0,,,51.0
37,"Markovic, Lukas",4,3,3,7,,,,,,1.0,,4.0,,2.0,,3.0,4.0,1.0,,6.0,,,97.0
27,"Minson, Will",8,2,12,20,,,28.0,1.0,1.0,3.0,9.0,2.0,2.0,1.0,,13.0,5.0,1.0,,4.0,,,85.0
2,"Murphy, Robert",7,2,7,14,,,,1.0,1.0,,,3.0,,2.0,,3.0,10.0,,,4.0,,,89.0
42,"Picken, Liam",9,5,14,23,,,,4.0,1.0,1.0,3.0,4.0,1.0,2.0,,8.0,15.0,,,1.0,,,90.0
23,"Roughead, Jordan",6,6,7,13,,,7.0,4.0,3.0,1.0,,1.0,,1.0,,4.0,9.0,2.0,1.0,4.0,,1.0,85.0
14,"Smith, Clay",7,3,5,12,,,,2.0,,5.0,1.0,4.0,,2.0,,2.0,8.0,,,,,,73.0
10,"Wood, Easton",5,5,7,12,,,,,1.0,4.0,1.0,4.0,1.0,1.0,,8.0,6.0,3.0,,2.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,83,167,352,5,10.0,39.0,54.0,28.0,50.0,33.0,66.0,17.0,24.0,1.0,137.0,218.0,11.0,6.0,49.0,4.0,3.0,
Opposition,Opposition,248,128,144,392,15,13.0,32.0,69.0,40.0,46.0,30.0,59.0,25.0,17.0,5.0,139.0,251.0,16.0,11.0,57.0,33.0,10.0,
