Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Anderson, Noah",14,3,21,35,1.0,,,4.0,1.0,6.0,3.0,8,2.0,,1.0,12,22,,,1.0,,,87.0
1,"Andrew, Mac",7,3,2,9,,,,,3.0,1.0,,2,1.0,,,1,6,,,5.0,,,84.0
35,"Budarick, Connor",8,5,6,14,,,,4.0,,4.0,1.0,2,,1.0,,4,11,,,,,,84.0
33,"Clohesy, Sam",14,9,7,21,,,,4.0,3.0,6.0,1.0,1,,,,4,17,,,,,,91.0
25,"Collins, Sam",7,6,3,10,,,,2.0,,,,1,2.0,1.0,,7,4,2.0,,6.0,,,97.0
3,"Flanders, Sam",13,4,12,25,1.0,1.0,,1.0,,1.0,6.0,7,3.0,,,11,13,,,,1.0,1.0,67.0
26,"Graham, Will",8,5,8,16,2.0,1.0,,1.0,,3.0,1.0,2,1.0,1.0,,6,10,,2.0,2.0,1.0,2.0,81.0
7 ↓,"Holman, Nick",3,2,5,8,,1.0,,1.0,,,1.0,1,,,,3,5,,1.0,,,,57.0
19,"Humphrey, Bailey",10,3,13,23,1.0,1.0,,6.0,,7.0,4.0,4,,1.0,,15,8,2.0,1.0,1.0,1.0,2.0,80.0
40,"Jeffrey, Joel",9,2,7,16,,1.0,,1.0,4.0,1.0,,3,,,,3,10,1.0,,4.0,,,80.0
34,"King, Ben",9,4,3,12,4.0,3.0,,2.0,,,,2,3.0,,,9,4,2.0,4.0,2.0,,,87.0
22,"Long, Ben",10,5,4,14,1.0,1.0,,2.0,,4.0,1.0,3,,,,6,10,1.0,3.0,4.0,,2.0,89.0
11,"Miller, Touk",14,9,9,23,3.0,1.0,,3.0,1.0,5.0,2.0,2,2.0,2.0,2.0,4,19,,2.0,2.0,1.0,1.0,79.0
2,"Noble, John",22,8,7,29,1.0,1.0,,3.0,6.0,2.0,1.0,4,,2.0,,1,25,,,,,,87.0
27,"Powell, Wil",6,2,5,11,,,,1.0,2.0,1.0,,2,,2.0,,4,6,,,5.0,,,90.0
20,"Read, Ethan",5,3,2,7,1.0,,4.0,2.0,,2.0,,1,,,,2,5,1.0,1.0,1.0,,,68.0
17,"Rioli, Daniel",13,3,7,20,,,,,4.0,5.0,1.0,2,1.0,,,5,15,,,2.0,3.0,,78.0
29 ↑,"Rogers, Jake",4,2,5,9,,,,,,1.0,,1,,,,4,5,,,,,,25.0
18,"Rowell, Matt",15,5,21,36,,,,7.0,1.0,8.0,13.0,6,2.0,1.0,3.0,19,17,,1.0,2.0,1.0,2.0,83.0
32,"Uwland, Bodhi",9,3,6,15,,,,2.0,4.0,2.0,,1,1.0,,,5,9,,,2.0,1.0,,84.0
4,"Walter, Jed",4,2,8,12,1.0,,,,,3.0,,3,1.0,1.0,,8,4,,,2.0,,,66.0
14,"Weller, Lachie",4,2,6,10,1.0,1.0,,2.0,,1.0,2.0,1,,,,5,5,,1.0,1.0,,,73.0
28,"Witts, Jarrod",4,1,9,13,1.0,,25.0,4.0,2.0,2.0,3.0,1,2.0,1.0,,6,7,1.0,1.0,6.0,,,83.0
Totals,Totals,212,91,176,388,18.0,12.0,29.0,52.0,31.0,65.0,40.0,60,21.0,13.0,6.0,144,237,10.0,17.0,48.0,9.0,10.0,
Opposition,Opposition,199,93,170,369,8.0,14.0,35.0,52.0,46.0,40.0,24.0,64,13.0,21.0,,126,240,10.0,9.0,31.0,2.0,7.0,
