St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",10,4,12,22,,,,4.0,,5.0,5.0,4.0,,1.0,,10.0,13.0,,,,2.0,1.0,65.0
20,"Armitage, David",11,5,6,17,,,,2.0,2.0,2.0,1.0,2.0,,,,7.0,10.0,1.0,,1.0,,,78.0
26,"Battle, Josh",9,6,3,12,1,,,2.0,3.0,1.0,,1.0,,1.0,,2.0,8.0,,,1.0,2.0,,80.0
15,"Billings, Jack",20,8,13,33,2,1.0,,11.0,3.0,5.0,3.0,4.0,3.0,,3.0,13.0,20.0,1.0,1.0,2.0,1.0,,93.0
22,"Brown, Nathan",3,2,3,6,,,,2.0,1.0,,,,,,,2.0,5.0,,,8.0,,,86.0
27,"Bruce, Josh",5,4,5,10,,,3.0,,,3.0,3.0,3.0,,1.0,,5.0,5.0,,,,,,90.0
11,"Clark, Hunter",7,2,11,18,,,,1.0,2.0,,1.0,2.0,,1.0,,6.0,13.0,,,,,1.0,71.0
7,"Dunstan, Luke",12,4,10,22,1,,,10.0,1.0,4.0,4.0,3.0,1.0,1.0,,8.0,12.0,,,2.0,1.0,2.0,79.0
4,"Gresham, Jade",12,5,8,20,1,2.0,,8.0,1.0,5.0,2.0,5.0,,3.0,,6.0,13.0,1.0,2.0,,1.0,1.0,84.0
40,"Hind, Nick",4,2,3,7,1,,,2.0,,3.0,,,,,,1.0,6.0,,1.0,,3.0,1.0,70.0
25,"Kent, Dean",15,7,5,20,2,1.0,,1.0,2.0,,1.0,5.0,1.0,2.0,,8.0,11.0,1.0,2.0,,,1.0,85.0
43,"Marsh, Jonathon",3,1,3,6,,,,4.0,2.0,1.0,,1.0,1.0,,,6.0,2.0,,,9.0,,,90.0
19,"Marshall, Rowan",13,5,5,18,,,40.0,4.0,,4.0,4.0,5.0,1.0,5.0,,9.0,9.0,1.0,,7.0,,,87.0
36,"McKenzie, Daniel",6,4,4,10,,,,5.0,1.0,1.0,,1.0,,,,1.0,8.0,,,2.0,,,89.0
28,"Membrey, Tim",12,10,5,17,3,2.0,,1.0,,1.0,,3.0,,2.0,,6.0,12.0,2.0,5.0,3.0,,1.0,89.0
16,"Newnes, Jack",11,3,6,17,,,,3.0,2.0,3.0,,4.0,1.0,2.0,,3.0,12.0,,1.0,3.0,,2.0,88.0
34,"Parker, Matthew",8,3,3,11,,2.0,,5.0,,7.0,,5.0,1.0,2.0,,6.0,5.0,,,,,1.0,69.0
6,"Ross, Sebastian",14,4,17,31,,1.0,,3.0,5.0,4.0,10.0,3.0,,,1.0,14.0,19.0,,,4.0,,,82.0
5,"Savage, Shane",12,3,6,18,,,,2.0,2.0,4.0,1.0,2.0,1.0,1.0,,5.0,13.0,,,1.0,,,94.0
35,"Sinclair, Jack",10,2,5,15,,,,3.0,4.0,2.0,2.0,1.0,1.0,,,8.0,7.0,,,1.0,2.0,,79.0
31,"White, Brandon",7,3,3,10,,2.0,,4.0,2.0,,,,2.0,,,5.0,3.0,2.0,1.0,1.0,,,58.0
44,"Wilkie, Callum",12,6,5,17,,,,1.0,4.0,2.0,,1.0,,,,5.0,9.0,1.0,,5.0,,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,93,141,357,11,14.0,43.0,78.0,37.0,57.0,37.0,55.0,13.0,22.0,4.0,136.0,215.0,10.0,13.0,50.0,12.0,11.0,
Opposition,Opposition,217,91,143,360,11,10.0,59.0,58.0,44.0,48.0,44.0,40.0,22.0,13.0,2.0,143.0,210.0,12.0,8.0,49.0,6.0,4.0,
