Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",10,2,8,18,2,2.0,,,,,,,,1.0,,,,,,,,,
25,"Athorn, Mark",5,2,4,9,,,,,,,,,,1.0,,,,,,,,,
21,"Bradley, Craig",18,6,15,33,1,3.0,,5.0,,,,,,1.0,,,,,,,,,
20,"Brown, Fraser",10,4,5,15,2,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
39,"Christou, Ang",2,2,2,4,,,,1.0,,,,,,,,,,,,,,,
6,"Dorotich, Jon",10,8,1,11,2,4.0,,1.0,,,,,,3.0,,,,,,,,,
12,"Gleeson, Adrian",9,3,11,20,,,,4.0,,,,,1.0,1.0,,,,,,,,,
13,"Hanna, Mil",15,2,8,23,,,,1.0,,,,,1.0,,,,,,,,,,
17,"Heaver, Brent",14,2,6,20,2,2.0,,4.0,,,,,2.0,,,,,,,,,,
33,"Hogg, Matthew",5,3,3,8,,,,3.0,,,,,2.0,,,,,,,,,,
4,"Kernahan, Stephen",15,12,4,19,5,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
43,"Koutoufides, Anthony",14,5,10,24,,,,4.0,,,,,1.0,1.0,,,,,,,,,
44,"Madden, Justin",6,6,10,16,,,20.0,1.0,,,,,1.0,,,,,,,,,,
5,"McKay, Andrew",12,4,4,16,,,,,,,,,1.0,1.0,1.0,,,,,,,,
14,"Sexton, Michael",12,9,5,17,1,,,1.0,,,,,1.0,,,,,,,,,,
9,"Sholl, Brett",19,7,9,28,,1.0,,,,,,,,1.0,,,,,,,,,
1,"Silvagni, Stephen",10,6,8,18,,,,5.0,,,,,2.0,2.0,,,,,,,,,
11,"Spalding, Earl",10,2,2,12,,2.0,2.0,3.0,,,,,2.0,1.0,,,,,,,,,
38,"Welsh, Rohan",3,,,3,2,1.0,,,,,,,1.0,,,,,,,,,,
2,"Williams, Greg",18,8,20,38,2,,,1.0,,,,,2.0,3.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,93,135,352,19,18.0,23.0,37.0,,,,,19.0,20.0,4.0,,,,,,,,
Opposition,Opposition,217,72,110,327,20,12.0,8.0,22.0,,,,,20.0,19.0,2.0,,,,,,,,
