Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Blakiston, Lachlan",26y 283d,2 (0-0-2 0.00%),,←,
30,"Caddy, Nate",19y 340d,24 (10-0-14 41.67%),24 (1.00),←,
6,"Caldwell, Jye",24y 264d,88 (34-1-53 39.20%),30 (0.34),77 (31-1-45 40.91%),29 (0.38)
36,"Clarke, Angus",19y 42d,5 (1-0-4 20.00%),3 (0.60),←,
28,"Duursma, Xavier",24y 347d,102 (61-1-40 60.29%),49 (0.48),29 (14-1-14 50.00%),16 (0.55)
11,"Gresham, Jade",27y 299d,170 (79-2-89 47.06%),164 (0.96),34 (15-1-18 45.59%),28 (0.82)
35,"Guelfi, Matt",27y 309d,114 (54-1-59 47.81%),64 (0.56),←,
8,"Hobbs, Ben",21y 276d,60 (25-1-34 42.50%),20 (0.33),←,
40,"Johnson, Zak",18y 177d,4 (0-0-4 0.00%),,←,
10,"Kako, Isaac",19y 104d,14 (6-0-8 42.86%),8 (0.57),←,
15,"Laverde, Jayden",29y 68d,137 (59-1-77 43.43%),38 (0.28),←,
34,"Lual, Luamon",20y 83d,3 (0-0-3 0.00%),3 (1.00),←,
37,"Martin, Nic",24y 77d,81 (35-1-45 43.83%),62 (0.77),←,
26,"May, Archie",20y 296d,2 (0-0-2 0.00%),2 (1.00),←,
1,"McGrath, Andrew",27y 17d,171 (80-2-89 47.37%),20 (0.12),←,
7,"Merrett, Zach",29y 259d,243 (105-3-135 43.83%),86 (0.35),←,
3,"Parish, Darcy",27y 329d,165 (65-2-98 40.00%),55 (0.33),←,
16,"Perkins, Archie",23y 85d,93 (39-0-54 41.94%),60 (0.65),←,
25,"Prior, Jaxon",24y 15d,53 (34-1-18 65.09%),11 (0.21),14 (6-0-8 42.86%),
21,"Roberts, Archie",19y 213d,18 (7-0-11 38.89%),3 (0.17),←,
12,"Setterfield, Will",27y 134d,82 (32-0-50 39.02%),15 (0.18),25 (10-0-15 40.00%),3 (0.12)
39,"Visentini, Vigo",19y 287d,1 (0-0-1 0.00%),,←,
20,"Wright, Peter",28y 284d,143 (45-1-97 31.82%),224 (1.57),77 (32-1-44 42.21%),139 (1.81)
Totals,Totals,24y 9d,1775 (771-17-987 43.44%),941 (0.53),,
C,"Scott, Brad",49y 47d,271 (134-1-136 49.63%),,60 (28-1-31 47.50%),
