Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",29y 286d,159 (75-1-83 47.48%),59 (0.37),←,
14,"Birchall, Grant",23y 65d,107 (59-1-47 55.61%),12 (0.11),←,
17,"Bruce, Cameron",31y 185d,226 (92-2-132 41.15%),211 (0.93),2 (1-0-1 50.00%),1 (0.50)
9,"Burgoyne, Shaun",28y 164d,175 (109-1-65 62.57%),185 (1.06),18 (12-1-5 69.44%),14 (0.78)
23,"Franklin, Lance",24y 63d,122 (62-1-59 51.23%),373 (3.06),←,
6,"Gibson, Josh",27y 21d,79 (35-2-42 45.57%),2 (0.03),14 (6-1-7 46.43%),
27,"Gilham, Stephen",26y 213d,88 (54-1-33 61.93%),3 (0.03),87 (54-1-32 62.64%),3 (0.03)
20,"Hale, David",26y 316d,131 (57-2-72 44.27%),119 (0.91),2 (1-0-1 50.00%),
15,"Hodge, Luke",26y 292d,174 (83-1-90 47.99%),116 (0.67),←,
4,"Ladson, Rick",27y 44d,117 (55-0-62 47.01%),44 (0.38),←,
3,"Lewis, Jordan",24y 344d,127 (63-1-63 50.00%),51 (0.40),←,
5,"Mitchell, Sam",28y 173d,176 (88-1-87 50.28%),34 (0.19),←,
7,"Osborne, Michael",28y 248d,138 (65-1-72 47.46%),85 (0.62),←,
34,"Renouf, Brent",22y 335d,47 (26-1-20 56.38%),5 (0.11),←,
33,"Rioli, Cyril",21y 263d,66 (40-1-25 61.36%),73 (1.11),←,
2,"Roughead, Jarryd",24y 70d,127 (67-1-59 53.15%),241 (1.90),←,
21,"Savage, Shane",20y 88d,5 (2-0-3 40.00%),1 (0.20),←,
12,"Sewell, Brad",27y 60d,125 (62-1-62 50.00%),17 (0.14),←,
26,"Shiels, Liam",19y 339d,19 (7-0-12 36.84%),2 (0.11),←,
24,"Stratton, Ben",22y 33d,23 (12-1-10 54.35%),1 (0.04),←,
31,"Suckling, Matt",22y 252d,8 (3-0-5 37.50%),2 (0.25),←,
11,"Young, Clinton",25y 46d,88 (50-1-37 57.39%),44 (0.50),←,
Totals,Totals,25y 161d,2327 (1166-21-1140 50.11%),1680 (0.72),,
C,"Clarkson, Alastair",42y 341d,140 (70-1-69 50.36%),,←,
