Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",13,8,1,14,,,,1.0,1.0,4.0,1.0,1.0,1.0,,,4.0,11.0,1.0,,2.0,,,89.0
27,"Baird, John",9,2,6,15,,,,,3.0,1.0,,6.0,,2.0,,4.0,10.0,,,3.0,,1.0,100.0
16,"Brown, Leigh",2,3,5,7,,,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,,3.0,4.0,,,7.0,3.0,,61.0
23,"Clayton, Shane",11,4,9,20,,,,,2.0,3.0,2.0,1.0,2.0,,,6.0,14.0,,1.0,,,1.0,69.0
6,"Grant, Shannon",23,7,8,31,1,1.0,,4.0,5.0,6.0,2.0,5.0,2.0,3.0,,9.0,23.0,,,1.0,8.0,2.0,95.0
39,"Harding, Leigh",5,4,6,11,2,3.0,,1.0,1.0,,,1.0,,1.0,,6.0,5.0,,4.0,1.0,,1.0,81.0
4,"Harris, Daniel",1,1,,1,,,,,,1.0,,,,,,,1.0,,,1.0,,,13.0
21,"Jones, Corey",11,3,5,16,2,1.0,2.0,3.0,,4.0,1.0,4.0,1.0,1.0,,6.0,10.0,1.0,1.0,,,2.0,82.0
34,"King, David",16,2,4,20,1,,,1.0,3.0,4.0,2.0,1.0,1.0,,,11.0,9.0,,1.0,3.0,,,92.0
35,"Makepeace, Troy",10,4,6,16,,,,3.0,3.0,1.0,4.0,3.0,,,,7.0,11.0,,1.0,1.0,3.0,,95.0
19,"Motlop, Daniel",5,1,4,9,,,1.0,8.0,1.0,1.0,,3.0,,1.0,,2.0,7.0,,,3.0,1.0,,80.0
20,"Petrie, Drew",14,7,3,17,2,1.0,5.0,3.0,,7.0,3.0,4.0,2.0,1.0,1.0,10.0,7.0,3.0,3.0,3.0,,1.0,95.0
17,"Porter, Mark",2,1,4,6,,,17.0,1.0,,,2.0,1.0,1.0,,,5.0,1.0,,,5.0,,,56.0
3,"Rawlings, Brady",19,10,13,32,1,2.0,,3.0,4.0,3.0,2.0,3.0,1.0,,2.0,7.0,27.0,,1.0,1.0,,,100.0
30,"Robbins, Ben",12,8,15,27,1,,,2.0,2.0,2.0,5.0,1.0,1.0,,,12.0,16.0,,,3.0,1.0,,71.0
26,"Rocca, Saverio",4,3,3,7,3,,2.0,,,1.0,,,,,,3.0,4.0,,2.0,3.0,,,79.0
7,"Simpson, Adam",11,3,11,22,,,1.0,1.0,4.0,3.0,6.0,1.0,2.0,,,11.0,11.0,,,1.0,1.0,,96.0
9,"Sinclair, Jess",11,3,5,16,,,,2.0,2.0,,,1.0,,,,2.0,13.0,,,4.0,1.0,,100.0
10,"Stevens, Anthony",13,5,12,25,,,,,2.0,4.0,4.0,3.0,1.0,1.0,,11.0,15.0,,,,1.0,,78.0
40,"Teague, David",7,2,7,14,,,,1.0,4.0,,,2.0,1.0,1.0,,10.0,5.0,,,6.0,,,100.0
36,"Watt, Shannon",2,1,5,7,,,,2.0,2.0,,1.0,,,,,3.0,3.0,,,4.0,,,100.0
8,"Wells, Daniel",7,2,3,10,2,,,,,3.0,,2.0,,1.0,,3.0,6.0,1.0,1.0,6.0,1.0,,69.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,84,135,343,15,11.0,29.0,36.0,41.0,49.0,36.0,45.0,17.0,13.0,3.0,135.0,213.0,6.0,15.0,58.0,20.0,8.0,
Opposition,Opposition,212,108,130,342,14,10.0,25.0,37.0,31.0,59.0,25.0,44.0,13.0,17.0,3.0,124.0,215.0,13.0,13.0,41.0,6.0,6.0,
