Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
46,"Baldwin, Marcus",21y 215d,5 (3-0-2 60.00%),5 (1.00),←,
9,"Bizzell, Clint",24y 333d,62 (27-1-34 44.35%),51 (0.82),←,
35,"Chapman, Paul",19y 203d,7 (5-0-2 71.43%),3 (0.43),←,
14,"Clarke, David",21y 12d,44 (20-1-23 46.59%),28 (0.64),←,
11,"Corey, Joel",19y 99d,14 (6-0-8 42.86%),4 (0.29),←,
7,"Graham, Ben",27y 206d,139 (82-1-56 59.35%),47 (0.34),←,
37,"Harley, Tom",22y 313d,42 (22-1-19 53.57%),3 (0.07),41 (21-1-19 52.44%),2 (0.05)
32,"Hocking, Garry",32y 231d,264 (145-3-116 55.49%),237 (0.90),←,
3,"Houlihan, Adam",23y 51d,55 (32-1-22 59.09%),73 (1.33),←,
13,"Kilpatrick, Glenn",28y 271d,123 (66-1-56 54.07%),29 (0.24),97 (52-1-44 54.12%),25 (0.26)
18,"Kingsley, Kent",22y 243d,15 (13-0-2 86.67%),14 (0.93),3 (2-0-1 66.67%),4 (1.33)
1,"King, Steven",22y 186d,95 (48-1-46 51.05%),46 (0.48),←,
45,"Ling, Cameron",20y 89d,14 (7-1-6 53.57%),3 (0.21),←,
17,"McGrath, Tim",30y 232d,211 (124-2-85 59.24%),17 (0.08),204 (120-2-82 59.31%),17 (0.08)
31,"Mensch, David",28y 286d,148 (88-1-59 59.80%),170 (1.15),←,
39,"Milburn, Darren",24y 42d,72 (33-0-39 45.83%),39 (0.54),←,
20,"Murphy, Justin",25y 33d,99 (53-0-46 53.54%),90 (0.91),8 (3-0-5 37.50%),5 (0.63)
34,"Rahilly, James",21y 346d,44 (17-1-26 39.77%),8 (0.18),←,
27,"Sanderson, Brenton",27y 89d,134 (69-2-63 52.24%),27 (0.20),124 (67-2-55 54.84%),22 (0.18)
30,"Scarlett, Matthew",21y 356d,34 (20-0-14 58.82%),3 (0.09),←,
12,"Sholl, Brad",28y 198d,144 (79-2-63 55.56%),38 (0.26),142 (79-2-61 56.34%),38 (0.27)
6,"Spriggs, David",20y 122d,30 (15-1-14 51.67%),10 (0.33),←,
Totals,Totals,24y 122d,1795 (974-20-801 54.26%),945 (0.53),,
C,"Thompson, Mark",37y 189d,32 (16-1-15 51.56%),,←,
