Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",23y 53d,114 (59-2-53 52.63%),153 (1.34),←,
3,"Bartel, Jimmy",23y 214d,99 (53-2-44 54.55%),55 (0.56),←,
24,"Blake, Mark",21y 300d,25 (15-0-10 60.00%),,←,
35,"Chapman, Paul",25y 243d,128 (65-2-61 51.56%),153 (1.20),←,
11,"Corey, Joel",25y 139d,140 (72-2-66 52.14%),43 (0.31),←,
19,"Egan, Matthew",23y 361d,51 (28-1-22 55.88%),1 (0.02),←,
44,"Enright, Corey",25y 295d,115 (55-2-58 48.70%),33 (0.29),←,
2,"Harley, Tom",28y 353d,148 (79-3-66 54.39%),9 (0.06),147 (78-3-66 54.08%),8 (0.05)
26,"Hawkins, Tom",18y 350d,7 (5-0-2 71.43%),12 (1.71),←,
20,"Johnson, Steve",24y 2d,76 (40-2-34 53.95%),128 (1.68),←,
9,"Kelly, James",23y 189d,97 (48-1-48 50.00%),45 (0.46),←,
45,"Ling, Cameron",26y 129d,149 (79-3-67 54.03%),83 (0.56),←,
4,"Mackie, Andrew",22y 333d,50 (32-0-18 64.00%),35 (0.70),←,
39,"Milburn, Darren",30y 82d,202 (102-1-99 50.74%),78 (0.39),←,
21,"Mooney, Cameron",27y 283d,133 (74-1-58 56.02%),122 (0.92),122 (64-1-57 52.87%),120 (0.98)
6,"Ottens, Brad",27y 162d,178 (82-1-95 46.35%),212 (1.19),49 (29-1-19 60.20%),60 (1.22)
30,"Scarlett, Matthew",28y 31d,174 (93-2-79 54.02%),15 (0.09),←,
14,"Selwood, Joel",19y 41d,11 (9-0-2 81.82%),2 (0.18),←,
27,"Stokes, Mathew",22y 226d,19 (13-0-6 68.42%),20 (1.05),←,
10,"Tenace, Kane",22y 2d,53 (31-1-21 59.43%),11 (0.21),←,
5,"Varcoe, Travis",19y 87d,12 (11-0-1 91.67%),14 (1.17),←,
40,"Wojcinski, David",26y 291d,107 (56-2-49 53.27%),33 (0.31),←,
Totals,Totals,24y 156d,2088 (1101-28-959 52.73%),1257 (0.60),,
C,"Thompson, Mark",43y 229d,174 (89-3-82 52.01%),,←,
