Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,1,11,24,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
35,"Baxter, Darren",17,7,2,19,1,,,1.0,,,,,,,,,,,,,,,
6,"Campbell, Tony",10,3,4,14,,,,1.0,,,,,2.0,1.0,,,,,,,,,
20,"Coleman, Glenn",13,7,4,17,1,1.0,4.0,,,,,,3.0,,,,,,,,,,
26,"Del-Re, Danny",12,8,2,14,7,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,
32,"Foster, Peter",10,6,5,15,,,,,,,,,,1.0,,,,,,,,,
29,"Grant, Chris",10,9,7,17,3,2.0,,2.0,,,,,2.0,,3.0,,,,,,,,
7,"Hawkins, Doug",11,6,8,19,4,,,1.0,,,,,3.0,1.0,,,,,,,,,
10,"Hunter, Mark",8,1,2,10,,,,,,,,,,,,,,,,,,,
4,"Kellett, Nigel",11,,3,14,1,1.0,,1.0,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",6,5,6,12,1,1.0,,1.0,,,,,,,,,,,,,,,
39,"Liberatore, Tony",12,3,13,25,3,,,8.0,,,,,1.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",15,3,6,21,,1.0,,3.0,,,,,,,,,,,,,,,
25,"Mansfield, Matthew",5,,,5,,1.0,,,,,,,1.0,,,,,,,,,,
33,"Royal, Brian",8,2,3,11,2,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
34,"Sexton, Ben",12,3,3,15,,,,,,,,,2.0,,,,,,,,,,
31,"Smith, Rohan",10,1,6,16,1,2.0,,2.0,,,,,1.0,,,,,,,,,,
8,"Toohey, Bernard",11,2,2,13,,,,3.0,,,,,3.0,1.0,,,,,,,,,
24,"Wallis, Stephen",19,8,10,29,,,,2.0,,,,,2.0,,1.0,,,,,,,,
15,"Wynd, Scott",5,5,11,16,,,13.0,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,80,108,326,25,15.0,17.0,27.0,,,,,24.0,9.0,6.0,,,,,,,,
Opposition,Opposition,202,64,132,334,17,17.0,21.0,25.0,,,,,9.0,24.0,,,,,,,,,
