Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Connors, Daniel",12,6,10,22,,,,,7.0,1.0,,2.0,1.0,1.0,,4.0,19.0,1.0,,1.0,1.0,,68.0
9,"Cotchin, Trent",13,7,9,22,,,2.0,4.0,3.0,4.0,3.0,1.0,3.0,,,8.0,14.0,,,,,,77.0
3,"Deledio, Brett",11,3,11,22,,,1.0,2.0,4.0,6.0,4.0,4.0,2.0,,,7.0,14.0,,,2.0,2.0,,87.0
10,"Edwards, Shane",9,4,9,18,,,,2.0,3.0,,2.0,5.0,,1.0,,5.0,13.0,,,5.0,,,88.0
15,"Farmer, Mitch",7,2,7,14,,,,1.0,5.0,,,1.0,,1.0,,3.0,11.0,,,3.0,,,89.0
27,"Hislop, Tom",7,7,4,11,,,,1.0,3.0,3.0,,7.0,,5.0,,3.0,10.0,1.0,,,,1.0,77.0
23,"Jackson, Daniel",9,3,13,22,,,,3.0,4.0,2.0,,4.0,2.0,2.0,,3.0,18.0,,,3.0,,,80.0
28,"King, Jake",5,4,5,10,,1.0,,1.0,,2.0,1.0,5.0,,4.0,,5.0,7.0,,,1.0,,1.0,84.0
36,"Martin, Dustin",8,2,13,21,1,,,1.0,1.0,2.0,8.0,1.0,,,,10.0,11.0,,,3.0,1.0,,76.0
16,"McGuane, Luke",11,5,7,18,,,,1.0,4.0,1.0,,,,,,6.0,11.0,,,11.0,1.0,,93.0
40,"Moore, Kelvin",15,8,5,20,,,,3.0,4.0,1.0,1.0,2.0,2.0,,,5.0,14.0,1.0,,1.0,,1.0,87.0
20,"Morton, Mitch",9,2,6,15,3,1.0,,1.0,,1.0,1.0,3.0,1.0,,,7.0,8.0,,2.0,1.0,,1.0,90.0
26,"Nahas, Robin",6,5,7,13,1,,,1.0,,4.0,1.0,2.0,1.0,,,4.0,9.0,,,1.0,,,94.0
47,"Nason, Ben",9,4,5,14,,,,5.0,,2.0,,2.0,2.0,1.0,,6.0,8.0,,,2.0,,,85.0
17,"Newman, Chris",15,7,9,24,,,,2.0,6.0,1.0,1.0,1.0,1.0,,,8.0,15.0,2.0,,2.0,2.0,,89.0
37,"Post, Jayden",4,3,3,7,1,,,1.0,1.0,3.0,,3.0,,,,1.0,7.0,,1.0,1.0,,,90.0
8,"Riewoldt, Jack",8,3,2,10,,2.0,,5.0,,1.0,,1.0,2.0,,,5.0,4.0,1.0,1.0,2.0,,,97.0
5,"Simmonds, Troy",2,,6,8,,,15.0,2.0,,1.0,2.0,3.0,,3.0,,3.0,5.0,,,,,,62.0
30,"Tambling, Richard",6,,10,16,,1.0,,3.0,,1.0,1.0,2.0,1.0,1.0,,5.0,10.0,,,3.0,,,78.0
31,"Thomson, Adam",8,4,10,18,,,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,,7.0,10.0,,,1.0,,,80.0
2,"Thursfield, Will",3,,4,7,,,,2.0,2.0,,,1.0,1.0,,,2.0,5.0,,,2.0,,,79.0
29,"Vickery, Ty",1,,3,4,1,,6.0,1.0,,,2.0,1.0,1.0,1.0,,2.0,2.0,,,1.0,,,51.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,79,158,336,7,6.0,25.0,43.0,48.0,39.0,31.0,52.0,21.0,21.0,,109.0,225.0,6.0,4.0,46.0,7.0,4.0,
Opposition,Opposition,235,118,194,429,17,18.0,30.0,68.0,29.0,71.0,28.0,44.0,21.0,21.0,6.0,136.0,290.0,13.0,22.0,44.0,10.0,15.0,
