Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
13,"Boyd, Tom",18y 345d,5 (1-0-4 20.00%),5 (1.00),←,
14,"Bugg, Tomas",21y 119d,45 (7-0-38 15.56%),12 (0.27),←,
1,"Davis, Phil",23y 337d,61 (17-0-44 27.87%),6 (0.10),43 (6-0-37 13.95%),5 (0.12)
48,"Frost, Sam",20y 339d,20 (5-0-15 25.00%),2 (0.10),←,
15,"Golds, Tim",21y 118d,4 (0-0-4 0.00%),,←,
4,"Greene, Toby",20y 311d,49 (5-0-44 10.20%),17 (0.35),←,
33,"Hoskin-Elliott, Will",20y 334d,35 (4-0-31 11.43%),28 (0.80),←,
32,"Hunt, Josh",32y 141d,210 (138-1-71 65.95%),32 (0.15),12 (4-0-8 33.33%),3 (0.25)
22,"Kelly, Josh",19y 171d,14 (3-0-11 21.43%),9 (0.64),←,
40,"Kennedy, Adam",22y 21d,51 (6-0-45 11.76%),4 (0.08),←,
41,"Mumford, Shane",28y 28d,113 (73-2-38 65.49%),42 (0.37),13 (4-0-9 30.77%),3 (0.23)
24,"ORourke, Jonathan",20y 103d,6 (0-0-6 0.00%),,←,
7,"Palmer, Rhys",25y 170d,92 (25-0-67 27.17%),57 (0.62),39 (4-0-35 10.26%),34 (0.87)
12,"Patton, Jonathon",21y 74d,27 (5-0-22 18.52%),32 (1.19),←,
30,"Plowman, Lachie",19y 325d,14 (1-0-13 7.14%),1 (0.07),←,
23,"Shaw, Heath",28y 248d,187 (114-2-71 61.50%),37 (0.20),14 (4-0-10 28.57%),
5,"Shiel, Dylan",21y 146d,46 (5-0-41 10.87%),24 (0.52),←,
10,"Smith, Devon",21y 74d,55 (7-0-48 12.73%),45 (0.82),←,
20,"Tomlinson, Adam",20y 357d,41 (3-0-38 7.32%),15 (0.37),←,
17,"Treloar, Adam",21y 146d,54 (7-0-47 12.96%),30 (0.56),←,
8,"Ward, Callan",24y 114d,119 (39-0-80 32.77%),59 (0.50),59 (7-0-52 11.86%),26 (0.44)
29,"Williams, Zac",19y 316d,17 (1-0-16 5.88%),3 (0.18),←,
Totals,Totals,22y 181d,1265 (466-5-794 36.84%),460 (0.36),,
C,"Cameron, Leon",41y 334d,18 (4-0-14 22.22%),,←,
