Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Bond, Shane",15,5,11,26,,,,5.0,3.0,2.0,5.0,3.0,2.0,1.0,,,,,,,,,
26,"Burgoyne, Peter",6,3,4,10,,1.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,
6,"Cummings, Scott",3,1,1,4,1,1.0,,,,,,1.0,2.0,3.0,,,,,,,,,
28,"Daniels, Stephen",1,,3,4,,,,1.0,2.0,,,,,1.0,,,,,,,,,
19,"Dickie, Donald",8,2,5,13,,1.0,,2.0,1.0,1.0,2.0,3.0,,3.0,,,,,,,,,
11,"Eagleton, Nathan",11,3,3,14,1,1.0,,,1.0,4.0,1.0,1.0,,,,,,,,,,,
17,"Fiegert, Nigel",16,7,4,20,,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0,,,,,,,,,
8,"Francis, Fabian",7,2,2,9,,1.0,,1.0,3.0,2.0,,1.0,,,,,,,,,,,
10,"Francou, Josh",4,,4,8,,,,,,2.0,1.0,1.0,,2.0,,,,,,,,,
38,"James, Roger",3,,9,12,1,,,,,1.0,1.0,,,,,,,,,,,,
29,"Kingsley, Adam",10,2,8,18,,2.0,,2.0,1.0,5.0,2.0,2.0,1.0,1.0,,,,,,,,,
20,"Lade, Brendon",1,1,3,4,,,2.0,,,1.0,,1.0,,,,,,,,,,,
9,"Lyle, Brayden",15,5,10,25,,,,,4.0,,3.0,1.0,,,,,,,,,,,
33,"Mead, Darren",8,1,7,15,,,1.0,1.0,3.0,1.0,,3.0,2.0,1.0,,,,,,,,,
13,"Morton, Danny",16,1,6,22,1,2.0,,3.0,2.0,4.0,5.0,5.0,,3.0,,,,,,,,,
4,"Naish, Chris",9,1,6,15,,1.0,,2.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,
14,"Paxman, Stephen",5,1,2,7,,,,3.0,3.0,,1.0,2.0,,1.0,,,,,,,,,
30,"Poole, Darryl",4,,1,5,,,,2.0,,3.0,2.0,1.0,2.0,,,,,,,,,,
2,"Primus, Matthew",7,3,11,18,,,14.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,,,,,,,,,
16,"Tredrea, Warren",11,2,3,14,1,2.0,2.0,,,4.0,1.0,5.0,1.0,2.0,,,,,,,,,
1,"Wanganeen, Gavin",10,2,4,14,,1.0,,4.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,
15,"Wilson, Michael",16,6,7,23,1,1.0,1.0,7.0,2.0,7.0,4.0,3.0,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,48,114,300,6,17.0,21.0,38.0,35.0,49.0,43.0,40.0,16.0,24.0,,,,,,,,,
Opposition,Opposition,208,87,114,322,14,18.0,27.0,32.0,33.0,57.0,24.0,30.0,25.0,16.0,6.0,,,,,,,,
