Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
7,"Baker, Liam",25y 57d,89 (56-4-29 65.17%),29 (0.33),←,
21,"Balta, Noah",23y 153d,64 (41-2-21 65.63%),22 (0.34),←,
29,"Bolton, Shai",24y 107d,92 (57-4-31 64.13%),102 (1.11),←,
35,"Broad, Nathan",29y 344d,109 (76-3-30 71.10%),2 (0.02),←,
9,"Cotchin, Trent",32y 352d,289 (160-5-124 56.23%),135 (0.47),←,
34,"Graham, Jack",25y 28d,99 (65-4-30 67.68%),41 (0.41),←,
2,"Grimes, Dylan",31y 252d,209 (130-4-75 63.16%),3 (0.01),←,
22,"Hopper, Jacob",26y 47d,116 (64-3-49 56.47%),43 (0.37),2 (1-1-0 75.00%),1 (0.50)
19,"Lynch, Tom",30y 145d,214 (90-4-120 42.99%),453 (2.12),83 (53-3-27 65.66%),199 (2.40)
31,"Mansell, Rhyan",22y 294d,17 (7-1-9 44.12%),2 (0.12),←,
4,"Martin, Dustin",31y 272d,271 (154-4-113 57.56%),305 (1.13),←,
33,"McIntosh, Kamdyn",28y 356d,148 (96-3-49 65.88%),42 (0.28),←,
25,"Nankervis, Toby",28y 225d,123 (83-2-38 68.29%),34 (0.28),111 (76-2-33 69.37%),31 (0.28)
50,"Pickett, Marlion",31y 78d,59 (34-4-21 61.02%),15 (0.25),←,
3,"Prestia, Dion",30y 164d,194 (94-3-97 49.23%),62 (0.32),99 (68-3-28 70.20%),32 (0.32)
8,"Riewoldt, Jack",34y 145d,328 (173-8-147 53.96%),758 (2.31),←,
17,"Rioli, Daniel",25y 343d,139 (87-4-48 64.03%),99 (0.71),←,
10,"Rioli, Maurice",20y 205d,19 (12-2-5 68.42%),18 (0.95),←,
32,"Ryan, Samson",22y 106d,2 (1-0-1 50.00%),3 (1.50),←,
15,"Short, Jayden",27y 60d,139 (86-4-49 63.31%),28 (0.20),←,
14,"Taranto, Tim",25y 56d,116 (60-3-53 53.02%),48 (0.41),2 (1-1-0 75.00%),
1,"Vlastuin, Nick",28y 340d,192 (121-4-67 64.06%),27 (0.14),←,
45,"Young, Tylar",24y 201d,1 (1-0-0 100.00%),,←,
Totals,Totals,27y 172d,3029 (1748-75-1206 57.71%),2271 (0.75),,
C,"Hardwick, Damien",50y 219d,299 (168-6-125 57.19%),,←,
