Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",5,4.0,6,11,1.0,1.0,,2.0,,1.0,2.0,1.0,,,,9,3,2.0,1.0,1.0,,,
33,"Barlow, Kris",9,2.0,4,13,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,,,6,7,,1.0,,1.0,,
24,"Croad, Trent",7,,7,14,,,5.0,4.0,1.0,7.0,4.0,1.0,,,,7,7,,,2.0,,,
36,"Dent, Matthew",6,2.0,3,9,,,,,,2.0,3.0,1.0,,3.0,,3,5,,,1.0,,,
34,"Graham, Mark",5,3.0,3,8,,,,1.0,2.0,2.0,,1.0,,,,2,6,,,3.0,,,
29,"Greene, Steven",12,2.0,4,16,1.0,,,1.0,1.0,3.0,3.0,,1.0,,,6,9,,,4.0,,,
5,"Harford, Daniel",2,,1,3,,,,1.0,1.0,,1.0,,1.0,1.0,,1,2,,,,,,
3,"Hay, Jonathan",11,3.0,6,17,,,,1.0,6.0,,,2.0,2.0,1.0,,5,8,,,1.0,,,
8,"Johnson, Brett",6,1.0,1,7,,,,3.0,,3.0,,,,,,2,5,,,,,,
37,"Lekkas, Angelo",12,1.0,8,20,,1.0,,6.0,4.0,,3.0,1.0,2.0,,,11,8,,,1.0,1.0,,
28,"Lonie, Nathan",5,1.0,2,7,1.0,,,3.0,,,,,,,,4,2,,1.0,1.0,,,
15,"Lord, Aaron",6,1.0,4,10,2.0,,,1.0,,2.0,,,,2.0,,3,7,,1.0,,,,
7,"McCabe, Luke",14,2.0,6,20,,,,12.0,5.0,2.0,4.0,3.0,4.0,4.0,,10,10,,,,,,
31,"Obst, Chris",6,1.0,8,14,,,1.0,4.0,,3.0,,3.0,,1.0,,6,7,,,1.0,,,
40,"Osborne, Michael",2,1.0,2,4,1.0,,,2.0,,1.0,,1.0,2.0,,,3,1,,,1.0,,,
20,"Rawlings, Jade",10,5.0,8,18,,,,1.0,2.0,,,,2.0,1.0,,12,6,4.0,,2.0,,,
52,"Rehn, Shaun",11,8.0,2,13,,,16.0,,6.0,1.0,6.0,2.0,1.0,4.0,,9,5,3.0,,,,,
32,"Rock, Anthony",10,2.0,7,17,,1.0,,3.0,,3.0,7.0,1.0,1.0,,,8,8,,1.0,,,,
11,"Smith, Joel",10,1.0,1,11,,1.0,,2.0,1.0,1.0,4.0,1.0,1.0,,,6,2,,,,,,
4,"Tallis, Rayden",4,1.0,1,5,,,,3.0,2.0,1.0,1.0,,,,,3,1,,,1.0,,,
23,"Thompson, Nathan",7,2.0,5,12,1.0,,4.0,3.0,2.0,2.0,1.0,,,,,2,9,1.0,1.0,1.0,,,
21,"Vandenberg, Richard",5,,2,7,,,,3.0,,1.0,,1.0,2.0,2.0,,3,4,,,,,,
Totals,Totals,165,43.0,91,256,8.0,5.0,27.0,60.0,34.0,38.0,41.0,21.0,20.0,19.0,,121,122,10.0,6.0,20.0,2.0,,
Opposition,Opposition,216,60.0,121,337,13.0,13.0,51.0,56.0,27.0,62.0,53.0,12.0,19.0,20.0,6.0,140,175,11.0,11.0,24.0,1.0,,
