West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",11,12.0,9.0,20,,,1.0,1.0,5.0,1.0,,1.0,1.0,1.0,,9,11,3.0,,5.0,,,97.0
33,"Bazzo, Rhett",7,5.0,4.0,11,,,,1.0,4.0,,,1.0,,,,5,6,,,7.0,,,85.0
39 ↑,"Clark, Greg",3,2.0,2.0,5,,,,,2.0,1.0,1.0,3.0,1.0,2.0,,2,3,,,1.0,,,30.0
15,"Cripps, Jamie",8,1.0,4.0,12,,1.0,,6.0,,3.0,3.0,5.0,,3.0,,8,5,,,,,1.0,92.0
27,"Darling, Jack",6,4.0,2.0,8,1.0,1.0,,6.0,,2.0,,2.0,1.0,2.0,,5,2,2.0,2.0,3.0,,1.0,100.0
41,"Dixon, Hugh",4,2.0,4.0,8,1.0,,3.0,1.0,,,2.0,2.0,1.0,,,4,3,1.0,,1.0,,,71.0
14,"Duggan, Liam",26,10.0,4.0,30,,1.0,,5.0,6.0,7.0,2.0,1.0,2.0,1.0,,6,23,,,3.0,2.0,1.0,79.0
42,"Edwards, Harry",9,5.0,3.0,12,,,,1.0,3.0,,,,,,,4,8,1.0,,7.0,,,90.0
29,"Foley, Luke",8,2.0,5.0,13,,,,5.0,,1.0,,4.0,2.0,,,5,7,,,5.0,,,89.0
3,"Gaff, Andrew",9,1.0,13.0,22,,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,6,16,,,,,,80.0
19,"Hough, Brady",8,7.0,3.0,11,,,,,4.0,,1.0,1.0,,,,4,7,,,2.0,,,78.0
25,"Hurn, Shannon",25,6.0,3.0,28,,,,4.0,9.0,4.0,,3.0,,,,5,13,1.0,,3.0,,,77.0
31 ↓,"Jones, Jamaine",5,2.0,3.0,8,,,,4.0,2.0,,1.0,5.0,,1.0,,3,7,,,1.0,,,51.0
7,"Langdon, Zac",5,,6.0,11,1.0,,,5.0,,2.0,,1.0,,1.0,,5,6,,,,,,86.0
9,"Naitanui, Nic",8,3.0,1.0,9,,,24.0,4.0,,5.0,7.0,3.0,3.0,1.0,,7,3,1.0,,4.0,,,66.0
30,"Nelson, Jackson",9,,3.0,12,,,,3.0,1.0,2.0,4.0,2.0,3.0,2.0,,6,5,,,,,,81.0
24,"ONeill, Xavier",12,3.0,7.0,19,1.0,,,11.0,2.0,5.0,3.0,2.0,2.0,,,9,10,,,1.0,,1.0,79.0
10,"Petrevski-Seton, Sam",3,1.0,6.0,9,,,,5.0,2.0,,,,,,,4,6,,,,,,60.0
8,"Redden, Jack",11,8.0,8.0,19,1.0,,,4.0,2.0,1.0,3.0,5.0,1.0,1.0,,8,12,1.0,,1.0,,,87.0
35,"Rotham, Josh",5,3.0,3.0,8,,,,2.0,1.0,2.0,,2.0,1.0,1.0,,3,5,,,1.0,,,81.0
1,"Ryan, Liam",10,3.0,2.0,12,,1.0,,3.0,1.0,4.0,2.0,5.0,2.0,1.0,,6,7,,,1.0,,,80.0
13,"Shuey, Luke",15,4.0,7.0,22,,,,6.0,1.0,3.0,4.0,3.0,1.0,1.0,,9,13,,,1.0,,,71.0
2,"Waterman, Jake",4,3.0,,4,2.0,1.0,,3.0,,,,,,,,1,4,,2.0,1.0,,,89.0
Totals,Totals,211,87.0,102.0,313,7.0,5.0,28.0,82.0,46.0,44.0,34.0,54.0,22.0,19.0,,124,182,10.0,4.0,48.0,2.0,4.0,
Opposition,Opposition,210,67.0,171.0,381,9.0,17.0,62.0,64.0,37.0,57.0,46.0,56.0,21.0,22.0,6.0,149,217,8.0,7.0,59.0,7.0,6.0,
