North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",24y 207d,135 (73-0-62 54.07%),17 (0.13),←,
50,"Brown, Ben",24y 139d,58 (36-0-22 62.07%),97 (1.67),←,
13,"Clarke, Ryan",19y 295d,7 (2-0-5 28.57%),1 (0.14),←,
10,"Cunnington, Ben",25y 282d,147 (80-0-67 54.42%),58 (0.39),←,
14,"Dumont, Trent",21y 282d,23 (6-0-17 26.09%),9 (0.39),←,
24,"Durdin, Sam",20y 306d,1 (0-0-1 0.00%),,←,
27,"Garner, Taylor",23y 90d,18 (12-0-6 66.67%),10 (0.56),←,
43,"Gibson, Sam",30y 316d,111 (63-0-48 56.76%),47 (0.42),←,
22,"Goldstein, Todd",28y 281d,173 (92-1-80 53.47%),94 (0.54),←,
6,"Hansen, Lachlan",28y 234d,141 (69-1-71 49.29%),76 (0.54),←,
4,"Higgins, Shaun",29y 35d,165 (80-1-84 48.79%),180 (1.09),36 (22-0-14 61.11%),52 (1.44)
8,"Hrovat, Nathan",22y 305d,33 (14-0-19 42.42%),15 (0.45),3 (0-0-3 0.00%),1 (0.33)
34,"Macmillan, Jamie",25y 197d,107 (57-0-50 53.27%),42 (0.39),←,
11,"McDonald, Luke",22y 58d,55 (33-0-22 60.00%),4 (0.07),←,
17,"Mullett, Aaron",25y 44d,69 (35-0-34 50.72%),26 (0.38),←,
31,"Preuss, Braydon",21y 296d,3 (0-0-3 0.00%),3 (1.00),←,
9,"Swallow, Andrew",29y 310d,211 (107-1-103 50.95%),77 (0.36),←,
25,"Tarrant, Robbie",27y 348d,87 (44-0-43 50.57%),42 (0.48),←,
12,"Thomas, Lindsay",29y 39d,199 (98-2-99 49.75%),322 (1.62),←,
28,"Turner, Kayne",21y 98d,24 (14-0-10 58.33%),21 (0.88),←,
2,"Williams, Marley",23y 260d,71 (36-0-35 50.70%),7 (0.10),3 (0-0-3 0.00%),1 (0.33)
7,"Ziebell, Jack",26y 39d,150 (75-0-75 50.00%),92 (0.61),←,
Totals,Totals,25y 53d,1988 (1026-6-956 51.61%),1240 (0.62),,
C,"Scott, Brad",40y 340d,160 (85-0-75 53.13%),,←,
