Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
24,"Amiss, Jye",21y 275d,55 (27-1-27 50.00%),94 (1.71),←,
15,"Bolton, Shai",26y 145d,142 (72-4-66 52.11%),173 (1.22),7 (4-0-3 57.14%),8 (1.14)
8,"Brayshaw, Andrew",25y 175d,154 (72-2-80 47.40%),53 (0.34),←,
5,"Chapman, Heath",23y 91d,49 (28-2-19 59.18%),2 (0.04),←,
6,"Clark, Jordan",24y 198d,110 (63-2-45 58.18%),23 (0.21),78 (42-2-34 55.13%),8 (0.10)
36,"Cox, Brennan",26y 262d,119 (54-1-64 45.80%),32 (0.27),←,
4,"Darcy, Sean",26y 324d,114 (54-2-58 48.25%),46 (0.40),←,
37,"Draper, Josh",21y 82d,28 (13-1-14 48.21%),,←,
43,"Dudley, Isaiah",22y 2d,6 (4-0-2 66.67%),5 (0.83),←,
32,"Frederick, Michael",24y 350d,86 (49-1-36 57.56%),97 (1.13),←,
9,"Jackson, Luke",23y 215d,103 (61-2-40 60.19%),76 (0.74),51 (24-1-26 48.04%),46 (0.90)
44,"Johnson, Matthew",22y 47d,45 (20-1-24 45.56%),8 (0.18),←,
19,"Narkle, Quinton",27y 150d,59 (39-0-20 66.10%),27 (0.46),2 (1-0-1 50.00%),1 (0.50)
25,"Pearce, Alex",29y 327d,130 (63-2-65 49.23%),6 (0.05),←,
16,"Reid, Murphy",18y 276d,8 (4-0-4 50.00%),8 (1.00),←,
13,"Ryan, Luke",29y 85d,163 (77-2-84 47.85%),3 (0.02),←,
3,"Serong, Caleb",24y 82d,111 (57-2-52 52.25%),31 (0.28),←,
14,"Sharp, Jeremy",23y 262d,54 (24-1-29 45.37%),19 (0.35),31 (16-1-14 53.23%),12 (0.39)
39,"Switkowski, Sam",28y 163d,93 (46-1-46 50.00%),56 (0.60),←,
35,"Treacy, Josh",22y 271d,64 (36-1-27 57.03%),94 (1.47),←,
34,"Wagner, Corey",28y 40d,45 (14-1-30 32.22%),6 (0.13),26 (12-1-13 48.08%),
23,"Worner, Karl",22y 320d,15 (8-0-7 53.33%),,←,
26,"Young, Hayden",24y 21d,84 (43-2-39 52.38%),19 (0.23),←,
Totals,Totals,24y 260d,1837 (928-31-878 50.52%),878 (0.48),,
C,"Longmuir, Justin",44y 101d,115 (57-2-56 50.43%),,←,
