Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",26y 21d,151 (67-1-83 44.70%),91 (0.60),←,
5,"Broadbent, Matthew",24y 21d,100 (41-1-58 41.50%),40 (0.40),←,
27,"Carlile, Alipate",27y 114d,149 (64-1-84 43.29%),5 (0.03),←,
18,"Cornes, Kane",31y 229d,289 (147-2-140 51.21%),92 (0.32),←,
7,"Ebert, Brad",24y 142d,143 (60-1-82 42.31%),74 (0.52),67 (32-1-34 48.51%),41 (0.61)
9,"Gray, Robbie",26y 145d,111 (49-0-62 44.14%),151 (1.36),←,
8,"Hartlett, Hamish",24y 8d,86 (36-1-49 42.44%),54 (0.63),←,
36,"Hombsch, Jack",21y 168d,35 (16-0-19 45.71%),,26 (16-0-10 61.54%),
42,"Jonas, Tom",23y 225d,52 (24-1-27 47.12%),1 (0.02),←,
23,"Lobbe, Matthew",25y 191d,63 (30-0-33 47.62%),16 (0.25),←,
6,"Monfries, Angus",27y 215d,187 (78-3-106 42.51%),218 (1.17),37 (20-0-17 54.05%),53 (1.43)
26,"Moore, Andrew",23y 84d,46 (20-0-26 43.48%),16 (0.35),←,
32,"Neade, Jake",20y 85d,20 (12-0-8 60.00%),17 (0.85),←,
13,"OShea, Cameron",22y 162d,55 (22-0-33 40.00%),7 (0.13),←,
29,"Pittard, Jasper",23y 143d,52 (28-0-24 53.85%),8 (0.15),←,
21,"Polec, Jared",21y 314d,36 (21-0-15 58.33%),22 (0.61),20 (14-0-6 70.00%),13 (0.65)
28,"Schulz, Jay",29y 126d,163 (66-3-94 41.41%),269 (1.65),92 (42-1-49 46.20%),211 (2.29)
12,"Trengove, Jackson",23y 293d,94 (37-1-56 39.89%),8 (0.09),←,
39,"Westhoff, Justin",27y 325d,155 (68-1-86 44.19%),200 (1.29),←,
19,"White, Matt",27y 129d,123 (57-4-62 47.97%),76 (0.62),18 (13-0-5 72.22%),22 (1.22)
16,"Wines, Ollie",19y 319d,45 (27-0-18 60.00%),17 (0.38),←,
20,"Wingard, Chad",21y 24d,63 (31-1-31 50.00%),86 (1.37),←,
Totals,Totals,24y 241d,2218 (1001-21-1196 45.13%),1468 (0.66),,
C,"Hinkley, Ken",47y 326d,44 (27-0-17 61.36%),,←,
