North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
16,"Brown, Leigh",26y 49d,175 (75-1-99 43.14%),79 (0.45),112 (56-1-55 50.45%),59 (0.53)
33,"Campbell, Matt",21y 82d,17 (10-0-7 58.82%),16 (0.94),←,
27,"Edwards, Aaron",24y 41d,26 (17-0-9 65.38%),32 (1.23),22 (13-0-9 59.09%),30 (1.36)
11,"Firrito, Michael",24y 137d,86 (45-0-41 52.33%),13 (0.15),←,
38,"Gibson, Josh",24y 30d,27 (13-0-14 48.15%),,←,
6,"Grant, Shannon",30y 359d,284 (159-2-123 56.34%),339 (1.19),226 (127-1-98 56.42%),301 (1.33)
4,"Harris, Daniel",25y 338d,120 (60-1-59 50.42%),34 (0.28),←,
29,"Harvey, Brent",29y 334d,245 (137-1-107 56.12%),283 (1.16),←,
21,"Jones, Corey",27y 46d,130 (62-0-68 47.69%),177 (1.36),←,
2,"Lower, Ed",20y 294d,14 (9-0-5 64.29%),5 (0.36),←,
1,"McIntosh, Hamish",23y 221d,47 (22-0-25 46.81%),20 (0.43),←,
20,"Petrie, Drew",25y 180d,135 (66-1-68 49.26%),112 (0.83),←,
5,"Power, Sam",24y 285d,88 (30-2-56 35.23%),16 (0.18),4 (2-0-2 50.00%),
30,"Pratt, Daniel",25y 22d,67 (35-0-32 52.24%),4 (0.06),64 (34-0-30 53.13%),3 (0.05)
3,"Rawlings, Brady",26y 307d,162 (84-0-78 51.85%),55 (0.34),←,
15,"Ross, Ben",19y 204d,1 (1-0-0 100.00%),,←,
7,"Simpson, Adam",32y 56d,271 (158-1-112 58.49%),75 (0.28),←,
10,"Smith, Jesse",21y 196d,26 (16-0-10 61.54%),3 (0.12),←,
12,"Thomas, Lindsay",20y 44d,16 (8-0-8 50.00%),18 (1.13),←,
23,"Thompson, Nathan",30y 58d,168 (77-1-90 46.13%),310 (1.85),49 (22-0-27 44.90%),118 (2.41)
36,"Watt, Shannon",27y 138d,135 (69-1-65 51.48%),9 (0.07),←,
8,"Wells, Daniel",23y 69d,106 (52-1-53 49.53%),60 (0.57),←,
Totals,Totals,25y 76d,2346 (1205-12-1129 51.36%),1660 (0.71),,
C,"Laidley, Dani",41y 16d,118 (58-1-59 49.58%),,←,
