Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
28,"Collins, Matthew",21y 203d,17 (9-0-8 52.94%),2 (0.12),3 (3-0-0 100.00%),
33,"Farmer, Jeff",21y 61d,58 (21-0-37 36.21%),102 (1.76),←,
20,"Febey, Matthew",29y 5d,120 (55-0-65 45.83%),31 (0.26),←,
21,"Febey, Steven",29y 5d,201 (103-0-98 51.24%),30 (0.15),←,
4,"Grgic, Brent",18y 320d,24 (10-0-14 41.67%),12 (0.50),←,
27,"Ingerson, Anthony",28y 315d,97 (38-0-59 39.18%),40 (0.41),60 (22-0-38 36.67%),15 (0.25)
7,"Kowal, Darren",26y 67d,90 (43-0-47 47.78%),35 (0.39),←,
36,"Leoncelli, Andrew",24y 38d,38 (16-0-22 42.11%),6 (0.16),←,
3,"Lyon, Garry",30y 345d,221 (124-1-96 56.33%),419 (1.90),←,
35,"McDonald, Anthony",26y 72d,39 (15-0-24 38.46%),18 (0.46),←,
23,"McDonald, James",21y 323d,22 (13-0-9 59.09%),13 (0.59),←,
9,"Neitz, David",23y 214d,115 (50-0-65 43.48%),158 (1.37),←,
43,"Rigoni, Guy",24y 28d,21 (13-0-8 61.90%),5 (0.24),←,
24,"Robertson, Russell",19y 273d,15 (10-0-5 66.67%),17 (1.13),←,
10,"Seecamp, Marcus",26y 28d,118 (44-0-74 37.29%),16 (0.14),67 (26-0-41 38.81%),6 (0.09)
1,"Shanahan, Jamie",30y 261d,143 (76-1-66 53.50%),,18 (12-0-6 66.67%),
11,"Stynes, Jim",32y 123d,260 (132-1-127 50.96%),130 (0.50),←,
2,"Tingay, Stephen",28y 11d,149 (81-0-68 54.36%),73 (0.49),←,
12,"Viney, Todd",32y 147d,212 (102-1-109 48.35%),83 (0.39),←,
34,"White, Jeff",21y 186d,53 (26-0-27 49.06%),34 (0.64),21 (13-0-8 61.90%),16 (0.76)
22,"Woewodin, Shane",22y 43d,43 (17-0-26 39.53%),11 (0.26),←,
13,"Yze, Adem",20y 337d,68 (27-0-41 39.71%),25 (0.37),←,
Totals,Totals,25y 155d,2124 (1025-4-1095 48.26%),1260 (0.59),,
C,"Daniher, Neale",37y 190d,21 (13-0-8 61.90%),,←,
