North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 7d,147 (75-1-71 51.36%),163 (1.11),←,
5,"Anderson, Stuart",20y 340d,4 (3-0-1 75.00%),2 (0.50),←,
11,"Archer, Glenn",22y 70d,58 (32-0-26 55.17%),21 (0.36),←,
14,"Armstrong, Matt",28y 93d,142 (58-0-84 40.85%),76 (0.54),10 (6-0-4 60.00%),5 (0.50)
12,"Blakey, John",28y 313d,186 (82-0-104 44.09%),52 (0.28),51 (30-0-21 58.82%),14 (0.27)
9,"Campbell, Warren",20y 226d,16 (11-0-5 68.75%),15 (0.94),←,
16,"Capuano, Mathew",19y 273d,13 (7-0-6 53.85%),4 (0.31),←,
18,"Carey, Wayne",24y 6d,108 (60-0-48 55.56%),264 (2.44),←,
25,"Daniltchenko, Jason",19y 273d,7 (5-0-2 71.43%),,←,
6,"Fairley, Ian",30y 257d,180 (88-2-90 49.44%),148 (0.82),←,
34,"King, David",23y 87d,29 (16-0-13 55.17%),6 (0.21),←,
7,"Laidley, Dani",28y 67d,102 (59-1-42 58.33%),12 (0.12),50 (30-0-20 60.00%),1 (0.02)
4,"Martyn, Mick",26y 275d,143 (73-1-69 51.40%),12 (0.08),←,
31,"McKernan, Corey",21y 165d,32 (20-0-12 62.50%),29 (0.91),←,
22,"Roberts, Mark",29y 339d,130 (59-0-71 45.38%),106 (0.82),53 (33-0-20 62.26%),87 (1.64)
3,"Rock, Anthony",24y 246d,97 (54-0-43 55.67%),83 (0.86),←,
2,"Schwass, Wayne",26y 187d,132 (67-0-65 50.76%),74 (0.56),←,
8,"Scott, Robert",26y 93d,142 (81-1-60 57.39%),170 (1.20),10 (6-0-4 60.00%),6 (0.60)
15,"Smith, Ross",30y 119d,206 (101-2-103 49.51%),35 (0.17),←,
10,"Stevens, Anthony",23y 335d,97 (52-0-45 53.61%),43 (0.44),←,
36,"Stevens, Mark",19y 220d,1 (1-0-0 100.00%),2 (2.00),←,
Totals,Totals,24y 329d,1972 (1004-8-960 50.91%),1317 (0.67),,
C,"Pagan, Denis",47y 251d,55 (33-0-22 60.00%),,←,
