St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",25y 202d,102 (50-0-52 49.02%),27 (0.26),←,
36,"Bonner, Riley",27y 14d,95 (61-0-34 64.21%),13 (0.14),2 (1-0-1 50.00%),
13,"Byrnes, Ryan",22y 323d,50 (27-0-23 54.00%),11 (0.22),←,
21,"Cordy, Zaine",27y 146d,134 (72-0-62 53.73%),19 (0.14),16 (9-0-7 56.25%),7 (0.44)
23,"Henry, Liam",22y 206d,45 (17-1-27 38.89%),15 (0.33),2 (1-0-1 50.00%),2 (1.00)
1,"Higgins, Jack",25y 2d,104 (61-1-42 59.13%),126 (1.21),61 (31-0-30 50.82%),97 (1.59)
8,"Hill, Bradley",30y 256d,235 (139-0-96 59.15%),97 (0.41),86 (45-0-41 52.33%),18 (0.21)
3,"Jones, Zak",29y 6d,137 (71-0-66 51.82%),34 (0.25),47 (22-0-25 46.81%),11 (0.23)
12,"King, Max",23y 258d,73 (35-0-38 47.95%),145 (1.99),←,
19,"Marshall, Rowan",28y 118d,112 (53-0-59 47.32%),53 (0.47),←,
28,"Membrey, Tim",29y 300d,162 (75-2-85 46.91%),268 (1.65),161 (74-2-85 46.58%),268 (1.66)
10,"Owens, Mitch",20y 179d,32 (16-0-16 50.00%),29 (0.91),←,
25,"Phillipou, Mattaes",19y 85d,26 (14-0-12 53.85%),15 (0.58),←,
6,"Ross, Sebastian",30y 319d,200 (83-2-115 42.00%),33 (0.17),←,
43,"Sharman, Cooper",23y 240d,33 (16-0-17 48.48%),30 (0.91),←,
35,"Sinclair, Jack",29y 38d,166 (74-1-91 44.88%),53 (0.32),←,
9,"Steele, Jack",28y 99d,160 (71-1-88 44.69%),58 (0.36),143 (63-1-79 44.41%),49 (0.34)
14,"Stocker, Liam",24y 58d,53 (21-0-32 39.62%),2 (0.04),25 (13-0-12 52.00%),
7,"Wanganeen-Milera, Nasiah",21y 28d,43 (22-0-21 51.16%),5 (0.12),←,
44,"Wilkie, Callum",28y 11d,111 (55-0-56 49.55%),1 (0.01),←,
22,"Wilson, Darcy",18y 216d,2 (1-0-1 50.00%),2 (1.00),←,
2,"Windhager, Marcus",20y 310d,39 (20-0-19 51.28%),6 (0.15),←,
32,"Wood, Mason",30y 190d,119 (61-0-58 51.26%),111 (0.93),54 (31-0-23 57.41%),35 (0.65)
Totals,Totals,25y 188d,2233 (1115-8-1110 49.93%),1153 (0.52),,
C,"Lyon, Ross",57y 134d,331 (186-5-140 56.95%),,147 (90-4-53 62.59%),
