Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",4,2,7,11,,1.0,,2.0,,2.0,1.0,3.0,1.0,1.0,,3.0,10.0,,,3.0,,,58.0
20,"Brogan, Dean",2,2,11,13,,,11.0,4.0,,,4.0,3.0,4.0,3.0,,11.0,2.0,1.0,,1.0,,,65.0
7,"Burgoyne, Peter",21,5,15,36,,,,6.0,8.0,4.0,5.0,5.0,4.0,2.0,,9.0,25.0,,,,8.0,,90.0
8,"Burgoyne, Shaun",8,,11,19,2,,,7.0,,2.0,6.0,4.0,2.0,2.0,,12.0,7.0,,,3.0,4.0,,88.0
25,"Cassisi, Domenic",7,2,11,18,,,,1.0,1.0,1.0,1.0,5.0,1.0,2.0,,5.0,14.0,,,2.0,1.0,,87.0
30,"Chaplin, Troy",8,6,17,25,,,,2.0,4.0,1.0,2.0,3.0,,,,4.0,20.0,,,3.0,2.0,,88.0
35,"Cornes, Chad",18,6,14,32,1,,3.0,5.0,9.0,6.0,3.0,5.0,2.0,3.0,,7.0,27.0,2.0,1.0,,2.0,,90.0
18,"Cornes, Kane",16,10,21,37,,,,2.0,1.0,2.0,4.0,4.0,1.0,2.0,,7.0,30.0,,,1.0,,,90.0
33,"Ebert, Brett",8,4,,8,,2.0,,2.0,,1.0,,2.0,,1.0,,3.0,4.0,1.0,2.0,1.0,,,83.0
5,"Lade, Brendon",6,4,3,9,,,14.0,1.0,2.0,1.0,2.0,,1.0,,,4.0,5.0,2.0,,,,1.0,66.0
44,"Logan, Tom",4,3,4,8,1,,,,,2.0,,,,,,1.0,6.0,,,,,,62.0
4,"Motlop, Daniel",3,,1,4,,,,,,1.0,,2.0,,,,3.0,2.0,,,4.0,,1.0,80.0
16,"Pearce, Danyle",7,2,6,13,,,,1.0,,5.0,2.0,1.0,1.0,,,5.0,10.0,,,,6.0,,81.0
36,"Pettigrew, Michael",8,6,4,12,,,,1.0,2.0,3.0,,6.0,,5.0,,2.0,11.0,,,4.0,6.0,,92.0
15,"Rodan, David",2,1,5,7,,1.0,,5.0,1.0,,1.0,,,,,1.0,6.0,,1.0,1.0,,,87.0
3,"Salopek, Steven",10,4,8,18,,,,2.0,2.0,4.0,,,1.0,,,3.0,15.0,1.0,,1.0,1.0,,85.0
9,"Surjan, Jacob",3,,6,9,,,1.0,1.0,2.0,,1.0,2.0,2.0,,,4.0,5.0,,,2.0,,,98.0
23,"Symes, Brad",5,2,11,16,,,,3.0,2.0,1.0,1.0,3.0,1.0,3.0,,3.0,13.0,1.0,,4.0,,,66.0
28,"Thurstans, Toby",6,4,14,20,,,2.0,1.0,3.0,,1.0,3.0,1.0,2.0,,9.0,11.0,1.0,,10.0,,,92.0
1,"Tredrea, Warren",9,8,5,14,2,1.0,,1.0,,1.0,,2.0,1.0,,,5.0,9.0,2.0,1.0,,,,79.0
2,"Wakelin, Darryl",9,3,5,14,,,,2.0,4.0,,,3.0,2.0,2.0,,7.0,3.0,2.0,,4.0,,,95.0
39,"Westhoff, Justin",4,1,3,7,,1.0,,1.0,,1.0,,2.0,,,,2.0,4.0,,1.0,2.0,,1.0,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,75,182,350,6,8.0,31.0,50.0,41.0,38.0,34.0,58.0,25.0,28.0,,110.0,239.0,13.0,6.0,46.0,30.0,3.0,
Opposition,Opposition,237,126,180,417,24,19.0,33.0,63.0,29.0,69.0,30.0,47.0,28.0,25.0,,132.0,286.0,22.0,27.0,53.0,29.0,16.0,
