Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27 ↓,"Armfield, Dennis",4,1,,4,1,,,2.0,1.0,,1.0,1.0,1.0,,,2.0,2.0,,,1.0,,,60.0
28,"Bell, Tom",7,2,10,17,1,,,5.0,2.0,5.0,2.0,3.0,,,,7.0,12.0,,,2.0,2.0,,80.0
44,"Carrazzo, Andrew",11,7,8,19,,,,8.0,2.0,4.0,5.0,1.0,2.0,1.0,,8.0,12.0,,,3.0,,,78.0
41,"Casboult, Levi",5,6,2,7,,,11.0,2.0,1.0,1.0,,2.0,,1.0,,2.0,6.0,1.0,2.0,5.0,,,93.0
16 ↑,"Cripps, Patrick",1,1,2,3,,,,3.0,1.0,,,,,,,,3.0,,,,,,18.0
35,"Curnow, Ed",9,3,12,21,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,9.0,11.0,,,3.0,,1.0,98.0
15,"Docherty, Sam",13,6,8,21,,,,5.0,3.0,,3.0,3.0,2.0,1.0,,8.0,11.0,2.0,,1.0,,,84.0
4,"Gibbs, Bryce",13,5,9,22,,2.0,,3.0,3.0,4.0,7.0,3.0,1.0,,,9.0,12.0,,1.0,2.0,,,82.0
40,"Jamison, Michael",7,4,6,13,,,,3.0,1.0,3.0,,,,,,2.0,11.0,,,2.0,,,93.0
5,"Judd, Chris",11,4,17,28,,,,3.0,1.0,6.0,7.0,3.0,,2.0,3.0,12.0,15.0,,,1.0,1.0,2.0,81.0
9,"Lucas, Kane",8,4,3,11,1,,,1.0,2.0,2.0,1.0,2.0,,,,2.0,9.0,,1.0,1.0,1.0,2.0,84.0
14,"McLean, Brock",17,7,13,30,1,,,5.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,10.0,21.0,,,2.0,,2.0,77.0
2,"Menzel, Troy",7,5,2,9,2,,,3.0,,3.0,,1.0,,,,2.0,7.0,1.0,2.0,,,,80.0
17,"Rowe, Sam",12,5,,12,,,,2.0,3.0,1.0,,3.0,1.0,1.0,,2.0,9.0,1.0,,6.0,,,99.0
47,"Sheehan, Ciaran",10,1,4,14,,1.0,,1.0,3.0,1.0,,1.0,,,,6.0,11.0,,,2.0,,,79.0
6,"Simpson, Kade",13,7,10,23,,,,5.0,5.0,3.0,,1.0,,,,3.0,18.0,,,3.0,3.0,1.0,93.0
42,"Tuohy, Zach",11,3,3,14,,1.0,,,5.0,2.0,3.0,,,,,6.0,7.0,,1.0,3.0,3.0,,93.0
30,"Waite, Jarrad",12,11,4,16,1,,,1.0,3.0,3.0,,3.0,1.0,,,7.0,10.0,3.0,1.0,,3.0,2.0,86.0
10,"Watson, Matthew",10,4,6,16,4,,1.0,,,3.0,,2.0,1.0,,,7.0,9.0,1.0,1.0,4.0,,,89.0
43,"White, Simon",10,8,3,13,,1.0,,,,1.0,1.0,1.0,,1.0,,3.0,11.0,,,1.0,,1.0,89.0
36,"Wood, Cameron",5,3,4,9,1,,26.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,4.0,5.0,1.0,,3.0,,,78.0
13,"Yarran, Chris",9,5,4,13,2,,,1.0,,2.0,,3.0,,2.0,,3.0,11.0,,1.0,,3.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,102,130,335,14,6.0,38.0,56.0,42.0,50.0,38.0,37.0,13.0,11.0,5.0,114.0,223.0,10.0,10.0,45.0,16.0,11.0,
Opposition,Opposition,217,115,139,356,13,12.0,41.0,51.0,33.0,59.0,33.0,41.0,11.0,13.0,1.0,128.0,233.0,9.0,11.0,37.0,8.0,12.0,
