Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",30y 35d,150 (86-1-63 57.67%),230 (1.53),←,
13,"Bennell, Harley",24y 322d,82 (20-1-61 25.00%),94 (1.15),1 (0-0-1 0.00%),2 (2.00)
36,"Cox, Brennan",19y 7d,9 (2-0-7 22.22%),2 (0.22),←,
17,"Crozier, Hayden",23y 239d,68 (31-0-37 45.59%),43 (0.63),←,
4,"Darcy, Sean",19y 69d,8 (1-0-7 12.50%),1 (0.13),←,
39,"Deluca, Josh",21y 101d,4 (0-0-4 0.00%),2 (0.50),←,
7,"Fyfe, Nat",25y 336d,137 (80-1-56 58.76%),119 (0.87),←,
21,"Hamling, Joel",24y 133d,44 (24-0-20 54.55%),,21 (8-0-13 38.10%),
9,"Hill, Bradley",24y 42d,116 (82-0-34 70.69%),71 (0.61),21 (8-0-13 38.10%),13 (0.62)
32,"Hill, Stephen",27y 111d,189 (99-0-90 52.38%),108 (0.57),←,
15,"Hughes, Ethan",22y 256d,23 (8-0-15 34.78%),1 (0.04),←,
37,"Johnson, Michael",32y 304d,230 (123-1-106 53.70%),65 (0.28),←,
2,"Logue, Griffin",19y 129d,13 (5-0-8 38.46%),1 (0.08),←,
23,"McCarthy, Cam",22y 141d,40 (19-0-21 47.50%),61 (1.52),19 (7-0-12 36.84%),25 (1.32)
16,"Mundy, David",32y 31d,271 (143-1-127 52.95%),110 (0.41),←,
43,"Nyhuis, Ryan",20y 348d,4 (1-0-3 25.00%),5 (1.25),←,
38,"Ryan, Luke",21y 195d,10 (2-0-8 20.00%),,←,
8,"Suban, Nick",27y 103d,155 (80-1-74 51.94%),60 (0.39),←,
33,"Sutcliffe, Cam",25y 89d,99 (58-1-40 59.09%),16 (0.16),←,
20,"Taberner, Matthew",24y 64d,52 (25-0-27 48.08%),50 (0.96),←,
18,"Tucker, Darcy",20y 209d,30 (9-0-21 30.00%),11 (0.37),←,
14,"Weller, Lachie",21y 178d,46 (14-0-32 30.43%),17 (0.37),←,
Totals,Totals,24y 40d,1780 (912-7-861 51.24%),1067 (0.60),,
C,"Lyon, Ross",50y 285d,261 (155-5-101 60.34%),,140 (79-1-60 56.79%),
