Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",26y 114d,62 (29-0-33 46.77%),18 (0.29),40 (21-0-19 52.50%),10 (0.25)
32,"Bourke, David",19y 131d,7 (6-0-1 85.71%),1 (0.14),←,
22,"Bower, Nathan",22y 346d,34 (15-0-19 44.12%),11 (0.32),←,
17,"Broderick, Paul",25y 137d,123 (58-0-65 47.15%),97 (0.79),30 (19-0-11 63.33%),17 (0.57)
21,"Bulluss, Paul",25y 117d,35 (10-0-25 28.57%),8 (0.23),←,
9,"Campbell, Wayne",22y 239d,81 (32-0-49 39.51%),47 (0.58),←,
10,"Daffy, Nick",22y 9d,34 (20-0-14 58.82%),35 (1.03),←,
14,"Dear, Greg",32y 33d,166 (120-0-46 72.29%),23 (0.14),29 (18-0-11 62.07%),5 (0.17)
18,"Edwards, Stuart",22y 303d,37 (19-0-18 51.35%),38 (1.03),←,
25,"Gale, Brendon",26y 306d,106 (41-0-65 38.68%),108 (1.02),←,
11,"Gale, Michael",28y 150d,130 (56-0-74 43.08%),34 (0.26),25 (15-0-10 60.00%),5 (0.20)
3,"Kellaway, Duncan",22y 92d,40 (22-0-18 55.00%),,←,
33,"Knights, Matthew",24y 227d,137 (48-0-89 35.04%),89 (0.65),←,
27,"Maxfield, Stuart",23y 41d,75 (28-0-47 37.33%),50 (0.67),←,
28,"Merenda, Mark",19y 203d,8 (7-0-1 87.50%),1 (0.13),←,
6,"Naish, Chris",23y 235d,92 (35-0-57 38.04%),135 (1.47),←,
19,"Neeld, Mark",23y 311d,62 (34-0-28 54.84%),29 (0.47),14 (8-0-6 57.14%),12 (0.86)
12,"Richardson, Matthew",20y 62d,41 (20-0-21 48.78%),114 (2.78),←,
5,"Tape, Jamie",21y 45d,29 (18-0-11 62.07%),2 (0.07),←,
41,"Turner, Scott",24y 354d,85 (32-0-53 37.65%),28 (0.33),←,
36,"Wigney, Stuart",26y 31d,66 (29-1-36 44.70%),42 (0.64),8 (7-0-1 87.50%),1 (0.13)
Totals,Totals,23y 357d,1450 (679-1-770 46.83%),910 (0.63),,
C,"Northey, John",51y 325d,239 (119-1-119 50.00%),,50 (23-0-27 46.00%),
