Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",13,4,6,19,1,,,3.0,5.0,1.0,3.0,3.0,1.0,1.0,,9.0,11.0,1.0,,7.0,,,97.0
24,"Firrito, Michael",6,5,9,15,,,,5.0,6.0,3.0,,4.0,1.0,2.0,,8.0,6.0,,,5.0,5.0,,96.0
6,"Grant, Shannon",10,6,4,14,,1.0,,1.0,1.0,2.0,1.0,4.0,,1.0,,2.0,11.0,,2.0,,1.0,1.0,75.0
15,"Green, Kasey",10,1,7,17,1,,,4.0,2.0,3.0,3.0,1.0,,1.0,,4.0,13.0,,,,,,82.0
31,"Hale, David",5,4,7,12,1,,8.0,,,,2.0,2.0,,1.0,,8.0,4.0,3.0,1.0,1.0,,1.0,67.0
4,"Harris, Daniel",9,2,9,18,,,,8.0,5.0,1.0,7.0,2.0,2.0,1.0,1.0,11.0,7.0,,,3.0,2.0,,70.0
29,"Harvey, Brent",12,2,7,19,1,1.0,,3.0,2.0,,2.0,7.0,1.0,5.0,,7.0,14.0,,,2.0,2.0,,93.0
21,"Jones, Corey",8,5,1,9,2,2.0,1.0,2.0,,4.0,,1.0,1.0,,,4.0,6.0,1.0,3.0,3.0,,1.0,88.0
1,"McIntosh, Hamish",8,6,6,14,,1.0,15.0,2.0,1.0,5.0,1.0,4.0,2.0,2.0,,3.0,11.0,,1.0,1.0,,1.0,74.0
42,"McMahon, Scott",6,5,5,11,2,2.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,4.0,7.0,,4.0,4.0,,1.0,85.0
18,"Moran, Brad",5,5,2,7,,,,1.0,1.0,2.0,,1.0,1.0,,,2.0,5.0,,,4.0,,,80.0
20,"Petrie, Drew",13,8,4,17,2,1.0,5.0,,,5.0,1.0,3.0,2.0,2.0,,8.0,9.0,4.0,1.0,1.0,,2.0,98.0
30,"Pratt, Daniel",8,2,,8,,,,1.0,3.0,,,1.0,1.0,1.0,,1.0,6.0,,,5.0,,,95.0
3,"Rawlings, Brady",6,3,7,13,,,,5.0,2.0,,2.0,2.0,1.0,1.0,,4.0,10.0,,,,,,86.0
32,"Sansbury, Eddie",10,6,8,18,2,1.0,,4.0,,6.0,1.0,1.0,1.0,1.0,,9.0,10.0,,,2.0,2.0,1.0,76.0
7,"Simpson, Adam",6,2,13,19,,,2.0,3.0,1.0,3.0,6.0,2.0,,,,10.0,9.0,,,3.0,1.0,1.0,74.0
9,"Sinclair, Jess",13,2,5,18,1,,,5.0,2.0,4.0,2.0,3.0,1.0,,,3.0,15.0,,,1.0,6.0,,78.0
10,"Smith, Jesse",4,2,11,15,1,,,4.0,1.0,2.0,,1.0,1.0,,,7.0,8.0,1.0,,4.0,,,94.0
19,"Swallow, Andrew",3,2,12,15,,,,5.0,1.0,3.0,4.0,1.0,1.0,1.0,,11.0,4.0,,,3.0,,1.0,71.0
12,"Thomas, Lindsay",4,1,,4,1,1.0,,2.0,,1.0,,2.0,1.0,1.0,,4.0,,1.0,1.0,,,,44.0
36,"Watt, Shannon",4,2,7,11,,,,2.0,1.0,,,,,,,2.0,7.0,,,1.0,1.0,,94.0
8,"Wells, Daniel",13,4,4,17,,,1.0,1.0,2.0,5.0,3.0,2.0,,,,3.0,14.0,,,2.0,2.0,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,79,134,310,15,12.0,32.0,61.0,37.0,51.0,40.0,49.0,19.0,22.0,1.0,124.0,187.0,11.0,13.0,52.0,22.0,10.0,
Opposition,Opposition,206,109,180,386,17,17.0,39.0,46.0,34.0,60.0,30.0,46.0,22.0,19.0,5.0,131.0,252.0,10.0,14.0,53.0,19.0,11.0,
