Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
30,"Allen, Scott",19y 64d,2 (1-0-1 50.00%),,←,
23,"Atkins, Simon",25y 102d,115 (57-2-56 50.43%),68 (0.59),←,
19,"Beveridge, Luke",23y 224d,52 (30-0-22 57.69%),50 (0.96),10 (6-0-4 60.00%),9 (0.90)
18,"Cameron, Leon",21y 214d,63 (33-1-29 53.17%),26 (0.41),←,
16,"Croft, Matthew",21y 37d,10 (5-0-5 50.00%),13 (1.30),←,
3,"Grant, Chris",21y 112d,78 (43-1-34 55.77%),157 (2.01),←,
1,"Grgic, Ilija",22y 30d,11 (7-0-4 63.64%),21 (1.91),←,
7,"Hawkins, Doug",33y 334d,310 (133-4-173 43.55%),209 (0.67),←,
10,"Hunter, Mark",28y 213d,92 (44-2-46 48.91%),2 (0.02),←,
12,"Koster, Kym",21y 62d,1 (0-0-1 0.00%),1 (1.00),←,
35,"Kretiuk, Steven",21y 274d,19 (13-0-6 68.42%),4 (0.21),←,
39,"Liberatore, Tony",28y 52d,106 (60-1-45 57.08%),61 (0.58),←,
2,"Reynolds, Keenan",25y 87d,58 (33-0-25 56.90%),25 (0.43),←,
34,"Sexton, Ben",21y 157d,22 (12-1-9 56.82%),23 (1.05),←,
8,"Southern, Daniel",19y 93d,2 (1-0-1 50.00%),,←,
17,"Standfield, Barry",24y 50d,54 (31-0-23 57.41%),20 (0.37),←,
29,"Thorpe, Alan",25y 168d,9 (5-1-3 61.11%),13 (1.44),6 (4-0-2 66.67%),8 (1.33)
24,"Wallis, Stephen",29y 159d,207 (110-2-95 53.62%),52 (0.25),←,
25,"Watts, Jason",22y 249d,2 (1-0-1 50.00%),,←,
14,"West, Scott",19y 141d,19 (10-0-9 52.63%),22 (1.16),←,
15,"Wynd, Scott",24y 69d,100 (51-1-48 51.50%),13 (0.13),←,
Totals,Totals,23y 277d,1332 (680-16-636 51.05%),780 (0.59),,
C,"Wheeler, Terry",39y 22d,91 (50-1-40 55.49%),,←,
