Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",26y 153d,169 (77-0-92 45.56%),10 (0.06),←,
43,"Answerth, Noah",23y 280d,55 (39-0-16 70.91%),2 (0.04),←,
8,"Ashcroft, Will",19y 7d,9 (7-0-2 77.78%),5 (0.56),←,
33,"Bailey, Zac",23y 232d,103 (67-0-36 65.05%),105 (1.02),←,
7,"Berry, Jarrod",25y 97d,117 (64-0-53 54.70%),52 (0.44),←,
23,"Cameron, Charlie",28y 312d,185 (118-1-66 64.05%),327 (1.77),112 (71-0-41 63.39%),240 (2.14)
18,"Coleman, Keidean",23y 43d,49 (33-0-16 67.35%),12 (0.24),←,
3,"Daniher, Joe",29y 70d,160 (75-1-84 47.19%),300 (1.88),52 (35-0-17 67.31%),109 (2.10)
5,"Dunkley, Josh",26y 124d,125 (72-0-53 57.60%),65 (0.52),9 (7-0-2 77.78%),
19,"Gunston, Jack",31y 209d,233 (142-1-90 61.16%),440 (1.89),8 (6-0-2 75.00%),10 (1.25)
30,"Hipwood, Eric",25y 242d,136 (70-0-66 51.47%),202 (1.49),←,
35,"Lester, Ryan",30y 260d,164 (69-0-95 42.07%),46 (0.28),←,
11,"McCarthy, Lincoln",29y 203d,128 (91-0-37 71.09%),139 (1.09),99 (68-0-31 68.69%),114 (1.15)
6,"McCluggage, Hugh",25y 71d,139 (77-0-62 55.40%),85 (0.61),←,
46,"McInerney, Oscar",28y 307d,110 (69-0-41 62.73%),48 (0.44),←,
26,"McKenna, Conor",27y 46d,88 (42-1-45 48.30%),23 (0.26),9 (7-0-2 77.78%),3 (0.33)
9,"Neale, Lachie",29y 354d,229 (128-0-101 55.90%),113 (0.49),94 (63-0-31 67.02%),46 (0.49)
40,"Payne, Jack",23y 210d,36 (21-0-15 58.33%),2 (0.06),←,
16,"Rayner, Cam",23y 204d,96 (57-0-39 59.38%),91 (0.95),←,
22,"Sharp, Harry",20y 147d,9 (6-0-3 66.67%),1 (0.11),←,
37,"Starcevich, Brandon",23y 293d,80 (55-0-25 68.75%),5 (0.06),←,
44,"Wilmot, Darcy",19y 133d,12 (9-0-3 75.00%),3 (0.25),←,
15,"Zorko, Dayne",34y 93d,237 (107-0-130 45.15%),220 (0.93),←,
Totals,Totals,26y 19d,2669 (1495-4-1170 56.01%),2296 (0.86),,
C,"Fagan, Chris",61y 324d,145 (80-0-65 55.17%),,←,
