Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",27y 291d,109 (71-1-37 65.60%),183 (1.68),←,
21,"Barlow, Michael",27y 136d,94 (62-1-31 66.49%),62 (0.66),←,
30,"Clarke, Zac",25y 36d,79 (44-1-34 56.33%),42 (0.53),←,
9,"de Boer, Matt",25y 54d,120 (68-1-51 57.08%),44 (0.37),←,
41,"Duffield, Paul",30y 87d,162 (88-1-73 54.63%),33 (0.20),←,
7,"Fyfe, Nat",23y 227d,97 (62-1-34 64.43%),84 (0.87),←,
32,"Hill, Stephen",25y 2d,133 (76-0-57 57.14%),89 (0.67),←,
5,"Ibbotson, Garrick",27y 49d,132 (68-1-63 51.89%),21 (0.16),←,
37,"Johnson, Michael",30y 195d,195 (109-1-85 56.15%),62 (0.32),←,
23,"Mayne, Chris",26y 182d,133 (79-1-53 59.77%),159 (1.20),←,
18,"McPharlin, Luke",33y 153d,243 (130-1-112 53.70%),115 (0.47),231 (122-1-108 53.03%),112 (0.48)
16,"Mundy, David",29y 287d,215 (119-1-95 55.58%),84 (0.39),←,
27,"Neale, Lachie",21y 344d,51 (32-0-19 62.75%),26 (0.51),←,
29,"Pavlich, Matthew",33y 123d,318 (154-0-164 48.43%),638 (2.01),←,
46,"Pearce, Clancee",24y 192d,83 (47-1-35 57.23%),32 (0.39),←,
6,"Pearce, Danyle",29y 26d,208 (98-2-108 47.60%),111 (0.53),54 (39-1-14 73.15%),35 (0.65)
31,"Sandilands, Aaron",32y 148d,221 (122-0-99 55.20%),84 (0.38),←,
34,"Spurr, Lee",27y 280d,65 (49-1-15 76.15%),5 (0.08),←,
8,"Suban, Nick",24y 359d,110 (62-1-47 56.82%),48 (0.44),←,
33,"Sutcliffe, Cam",22y 345d,52 (38-1-13 74.04%),14 (0.27),←,
20,"Taberner, Matthew",21y 320d,17 (11-0-6 64.71%),16 (0.94),←,
10,"Walters, Michael",24y 116d,55 (37-1-17 68.18%),102 (1.85),←,
Totals,Totals,27y 14d,2892 (1626-18-1248 56.22%),2054 (0.71),,
C,"Lyon, Ross",48y 176d,199 (130-5-64 66.58%),,78 (54-1-23 69.87%),
