Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
11,"Adams, Taylor",19y 289d,25 (2-0-23 8.00%),9 (0.36),←,
18,"Cameron, Jeremy",20y 96d,29 (2-0-27 6.90%),65 (2.24),←,
3,"Coniglio, Stephen",19y 203d,25 (2-0-23 8.00%),6 (0.24),←,
35,"Corr, Aidan",19y 50d,9 (0-0-9 0.00%),1 (0.11),←,
26,"Giles, Jonathan",25y 179d,34 (2-0-32 5.88%),24 (0.71),←,
38,"Gilham, Stephen",28y 307d,110 (63-1-46 57.73%),4 (0.04),11 (0-0-11 0.00%),
2,"Hampton, Curtly",20y 118d,27 (1-0-26 3.70%),7 (0.26),←,
19,"Haynes, Nick",21y 49d,12 (0-0-12 0.00%),1 (0.08),←,
33,"Hoskin-Elliott, Will",19y 307d,16 (1-0-15 6.25%),12 (0.75),←,
40,"Kennedy, Adam",20y 359d,28 (2-0-26 7.14%),,←,
39,"Mohr, Tim",24y 260d,27 (1-0-26 3.70%),1 (0.04),←,
37,"OhAilpin, Setanta",30y 110d,87 (33-1-53 38.51%),82 (0.94),7 (0-0-7 0.00%),15 (2.14)
7,"Palmer, Rhys",24y 143d,78 (22-0-56 28.21%),41 (0.53),25 (1-0-24 4.00%),18 (0.72)
23,"Reid, Sam",23y 241d,24 (6-0-18 25.00%),3 (0.13),14 (0-0-14 0.00%),2 (0.14)
9,"Scully, Tom",22y 52d,64 (15-1-48 24.22%),18 (0.28),33 (2-0-31 6.06%),12 (0.36)
5,"Shiel, Dylan",20y 119d,26 (1-0-25 3.85%),13 (0.50),←,
10,"Smith, Devon",20y 47d,33 (2-0-31 6.06%),20 (0.61),←,
20,"Tomlinson, Adam",19y 330d,19 (0-0-19 0.00%),4 (0.21),←,
31,"Townsend, Jacob",20y 16d,19 (2-0-17 10.53%),2 (0.11),←,
17,"Treloar, Adam",20y 119d,31 (2-0-29 6.45%),20 (0.65),←,
8,"Ward, Callan",23y 87d,94 (34-0-60 36.17%),48 (0.51),34 (2-0-32 5.88%),15 (0.44)
6,"Whitfield, Lachie",18y 353d,13 (0-0-13 0.00%),4 (0.31),←,
Totals,Totals,21y 357d,830 (193-3-634 23.25%),385 (0.46),,
C,"Sheedy, Kevin",65y 194d,670 (388-6-276 58.36%),,36 (2-0-34 5.56%),
