Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",26y 352d,196 (125-2-69 64.29%),263 (1.34),4 (1-0-3 25.00%),1 (0.25)
37,"Bennell, Harley",18y 211d,4 (1-0-3 25.00%),3 (0.75),←,
3,"Brennan, Jared",26y 277d,124 (56-3-65 46.37%),77 (0.62),5 (1-0-4 20.00%),2 (0.40)
23,"Dixon, Charlie",20y 220d,5 (1-0-4 20.00%),4 (0.80),←,
17,"Fraser, Josh",29y 116d,204 (111-1-92 54.66%),158 (0.77),4 (1-0-3 25.00%),2 (0.50)
5,"Harbrow, Jarrod",22y 287d,75 (41-1-33 55.33%),21 (0.28),5 (1-0-4 20.00%),
21,"Harris, Daniel",28y 356d,154 (73-2-79 48.05%),45 (0.29),5 (1-0-4 20.00%),1 (0.20)
7,"Hunt, Karmichael",24y 165d,5 (1-0-4 20.00%),,←,
34,"Hutchins, Jack",19y 70d,2 (1-0-1 50.00%),,←,
36,"Iles, Sam",23y 316d,9 (5-0-4 55.56%),2 (0.22),2 (1-0-1 50.00%),2 (1.00)
32,"Matera, Brandon",19y 51d,5 (1-0-4 20.00%),9 (1.80),←,
45,"May, Steven",19y 111d,1 (0-0-1 0.00%),,←,
18,"McKenzie, Trent",19y 28d,5 (1-0-4 20.00%),2 (0.40),←,
43,"Patrick, Liam",23y 58d,1 (0-0-1 0.00%),,←,
35,"Rischitelli, Michael",25y 113d,116 (50-3-63 44.40%),50 (0.43),5 (1-0-4 20.00%),3 (0.60)
8,"Russell, Luke",19y 97d,3 (1-0-2 33.33%),2 (0.67),←,
26,"Shaw, Matt",19y 85d,2 (0-0-2 0.00%),2 (1.00),←,
2,"Smith, Zac",21y 68d,5 (1-0-4 20.00%),5 (1.00),←,
25,"Stanley, Danny",23y 72d,10 (2-0-8 20.00%),4 (0.40),5 (1-0-4 20.00%),4 (0.80)
24,"Swallow, David",18y 163d,5 (1-0-4 20.00%),2 (0.40),←,
48,"Tape, Seb",18y 268d,5 (1-0-4 20.00%),,←,
20,"Toy, Josh",19y 13d,4 (1-0-3 25.00%),,←,
Totals,Totals,22y 43d,940 (474-12-454 50.43%),649 (0.69),,
C,"McKenna, Guy",41y 355d,5 (1-0-4 20.00%),,←,
