Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
20,"Febey, Matthew",23y 254d,14 (6-0-8 42.86%),8 (0.57),←,
21,"Febey, Steven",23y 254d,94 (53-0-41 56.38%),15 (0.16),←,
24,"Gilbert, Phil",23y 166d,4 (2-0-2 50.00%),,←,
14,"Grinter, Rod",27y 339d,113 (61-1-51 54.42%),35 (0.31),←,
33,"Healy, Greg",27y 226d,139 (68-1-70 49.28%),166 (1.19),←,
30,"Hopgood, Paul",19y 283d,3 (2-0-1 66.67%),1 (0.33),←,
7,"Kowal, Darren",20y 316d,6 (3-0-3 50.00%),5 (0.83),←,
16,"Lovell, Andy",22y 276d,65 (30-1-34 46.92%),80 (1.23),←,
17,"Lovett, Brett",26y 345d,148 (85-1-62 57.77%),19 (0.13),←,
6,"Lovett, Glenn",23y 281d,53 (23-0-30 43.40%),29 (0.55),←,
3,"Lyon, Garry",25y 229d,134 (80-1-53 60.07%),182 (1.36),←,
38,"Neitz, David",18y 98d,6 (2-0-4 33.33%),11 (1.83),←,
29,"Obst, Andrew",28y 254d,58 (32-0-26 55.17%),30 (0.52),←,
35,"Pickering, Michael",29y 151d,150 (50-1-99 33.67%),171 (1.14),14 (4-1-9 32.14%),11 (0.79)
22,"Pike, Martin",20y 167d,6 (2-0-4 33.33%),,←,
41,"Rohde, Peter",28y 162d,127 (76-1-50 60.24%),12 (0.09),81 (42-1-38 52.47%),6 (0.07)
5,"Schwarz, David",20y 280d,34 (11-1-22 33.82%),30 (0.88),←,
11,"Stynes, Jim",27y 7d,139 (80-1-58 57.91%),95 (0.68),←,
2,"Tingay, Stephen",22y 260d,63 (36-0-27 57.14%),29 (0.46),←,
12,"Viney, Todd",27y 31d,104 (53-1-50 51.44%),48 (0.46),←,
Totals,Totals,24y 164d,1460 (755-10-695 51.71%),966 (0.66),,
C,"Balme, Neil",41y 105d,6 (2-0-4 33.33%),,←,
