Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
35,"Campbell, Bradley",18y 229d,1 (1-0-0 100.00%),,←,
18,"Charles, Sean",19y 73d,18 (6-0-12 33.33%),25 (1.39),←,
23,"Dyson, Kevin",27y 87d,44 (24-0-20 54.55%),20 (0.45),←,
20,"Febey, Matthew",24y 345d,45 (23-0-22 51.11%),17 (0.38),←,
21,"Febey, Steven",24y 345d,125 (70-0-55 56.00%),19 (0.15),←,
24,"Gilbert, Phil",24y 257d,23 (10-0-13 43.48%),5 (0.22),←,
22,"Hilton, Jeff",22y 64d,17 (12-0-5 70.59%),12 (0.71),11 (8-0-3 72.73%),6 (0.55)
7,"Kowal, Darren",22y 42d,29 (19-0-10 65.52%),23 (0.79),←,
16,"Lovell, Andy",24y 2d,93 (45-1-47 48.92%),114 (1.23),←,
17,"Lovett, Brett",28y 71d,177 (101-1-75 57.34%),27 (0.15),←,
3,"Lyon, Garry",26y 320d,164 (96-1-67 58.84%),249 (1.52),←,
25,"Norrish, Jason",22y 185d,15 (8-0-7 53.33%),2 (0.13),←,
29,"Obst, Andrew",29y 345d,80 (46-0-34 57.50%),41 (0.51),←,
19,"Prymke, Paul",23y 234d,16 (8-0-8 50.00%),1 (0.06),←,
41,"Rohde, Peter",29y 253d,155 (92-1-62 59.68%),25 (0.16),109 (58-1-50 53.67%),19 (0.17)
5,"Schwarz, David",22y 6d,54 (21-1-32 39.81%),73 (1.35),←,
11,"Stynes, Jim",28y 98d,170 (97-1-72 57.35%),109 (0.64),←,
2,"Tingay, Stephen",23y 351d,93 (52-0-41 55.91%),43 (0.46),←,
12,"Viney, Todd",28y 122d,135 (70-1-64 52.22%),56 (0.41),←,
27,"Wight, Sean",30y 137d,121 (67-0-54 55.37%),63 (0.52),←,
8,"Yeats, Graeme",29y 312d,172 (94-1-77 54.94%),45 (0.26),←,
Totals,Totals,25y 115d,1747 (962-8-777 55.07%),969 (0.55),,
C,"Balme, Neil",42y 196d,37 (19-0-18 51.35%),,←,
