Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",5,3,10,15,,1.0,1.0,,3.0,2.0,,,,,,2.0,13.0,1.0,,7.0,2.0,,100.0
20,"Brogan, Dean",5,7,5,10,1,1.0,11.0,2.0,,2.0,1.0,2.0,,2.0,,7.0,3.0,4.0,1.0,3.0,,1.0,100.0
8,"Burgoyne, Shaun",13,5,2,15,3,3.0,,3.0,,4.0,1.0,,1.0,,,7.0,8.0,1.0,3.0,3.0,1.0,1.0,99.0
25,"Cassisi, Domenic",4,,1,5,,1.0,,2.0,,1.0,1.0,,,,,4.0,1.0,,,,,,25.0
26,"Cochrane, Stuart",9,3,5,14,,,,3.0,1.0,3.0,,2.0,1.0,,,2.0,11.0,,,1.0,,,100.0
12,"Cockatoo-Collins, Che",8,5,4,12,1,,,,1.0,3.0,,2.0,,2.0,,4.0,7.0,1.0,,1.0,2.0,,71.0
35,"Cornes, Chad",14,6,6,20,2,3.0,1.0,3.0,,4.0,2.0,4.0,1.0,2.0,,11.0,8.0,4.0,2.0,,,,100.0
18,"Cornes, Kane",5,2,5,10,,,,7.0,2.0,3.0,3.0,1.0,,1.0,,4.0,6.0,,,,,2.0,100.0
17,"Dew, Stuart",13,7,6,19,1,2.0,,3.0,3.0,3.0,3.0,2.0,1.0,,,5.0,14.0,1.0,2.0,,1.0,,100.0
10,"Francou, Josh",2,2,4,6,,,,,,1.0,2.0,,,,,3.0,3.0,1.0,1.0,,,,28.0
34,"Guerra, Brent",3,,3,6,,,,2.0,,3.0,1.0,1.0,,,,4.0,2.0,,,,,,65.0
38,"James, Roger",11,4,9,20,1,,,,1.0,3.0,4.0,4.0,1.0,2.0,,11.0,9.0,2.0,2.0,1.0,,,65.0
3,"Montgomery, Brett",12,4,4,16,,,,2.0,1.0,1.0,1.0,2.0,2.0,,,8.0,7.0,1.0,,2.0,1.0,,100.0
14,"Paxman, Stephen",9,4,4,13,,,,1.0,6.0,,,1.0,1.0,,,2.0,9.0,,,3.0,,,100.0
15,"Pickett, Byron",4,2,6,10,,,,4.0,,2.0,1.0,,2.0,,,2.0,8.0,,,,,,100.0
27,"Poulton, Jared",20,7,2,22,,,,3.0,6.0,4.0,1.0,2.0,1.0,,,6.0,13.0,1.0,,1.0,,,97.0
1,"Primus, Matthew",5,2,6,11,,,26.0,1.0,1.0,2.0,5.0,2.0,5.0,2.0,,7.0,5.0,,,3.0,,,93.0
31,"Salopek, Steven",4,2,4,8,,1.0,,,1.0,,2.0,,1.0,,,3.0,4.0,,,,,,42.0
36,"Stevens, Nick",20,6,17,37,,1.0,,,3.0,5.0,6.0,2.0,1.0,,1.0,12.0,23.0,,1.0,,6.0,3.0,100.0
28,"Thurstans, Toby",6,4,4,10,,,,2.0,,,,2.0,1.0,1.0,,7.0,4.0,2.0,,3.0,,,93.0
16,"Tredrea, Warren",1,1,4,5,1,,,,,,,2.0,,,,2.0,3.0,,1.0,,,1.0,22.0
4,"Wanganeen, Gavin",15,9,3,18,,2.0,,2.0,3.0,3.0,2.0,,1.0,,,5.0,11.0,1.0,1.0,4.0,4.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,85,114,302,10,16.0,39.0,40.0,32.0,49.0,36.0,31.0,20.0,12.0,1.0,118.0,172.0,20.0,14.0,32.0,17.0,8.0,
Opposition,Opposition,181,75,116,297,13,8.0,22.0,46.0,27.0,47.0,37.0,40.0,12.0,20.0,5.0,138.0,156.0,15.0,10.0,46.0,17.0,5.0,
