Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",24y 174d,100 (60-2-38 61.00%),45 (0.45),←,
24,"Bolton, Jude",33y 121d,316 (179-5-132 57.44%),186 (0.59),←,
13,"Everitt, Andrejs",24y 123d,69 (46-3-20 68.84%),32 (0.46),33 (24-2-7 75.76%),24 (0.73)
39,"Grundy, Heath",27y 42d,129 (77-2-50 60.47%),21 (0.16),←,
4,"Hannebery, Dan",22y 140d,92 (58-2-32 64.13%),39 (0.42),←,
33,"Jack, Brandon",19y 50d,4 (4-0-0 100.00%),4 (1.00),←,
15,"Jack, Kieren",26y 16d,129 (74-3-52 58.53%),90 (0.70),←,
12,"Kennedy, Josh",25y 24d,101 (62-2-37 62.38%),64 (0.63),88 (57-2-29 65.91%),60 (0.68)
11,"Lamb, Jed",20y 268d,7 (5-0-2 71.43%),2 (0.29),←,
9,"Malceski, Nick",28y 333d,141 (92-2-47 65.96%),59 (0.42),←,
21,"McGlynn, Ben",27y 342d,119 (71-2-46 60.50%),135 (1.13),75 (48-2-25 65.33%),107 (1.43)
3,"McVeigh, Jarrad",28y 98d,209 (125-4-80 60.77%),154 (0.74),←,
6,"Mitchell, Tom",20y 44d,6 (5-0-1 83.33%),8 (1.33),←,
41,"Mumford, Shane",27y 9d,90 (64-2-24 72.22%),34 (0.38),69 (47-2-20 69.57%),31 (0.45)
5,"OKeefe, Ryan",32y 171d,272 (158-4-110 58.82%),257 (0.94),←,
26,"Parker, Luke",20y 262d,47 (31-1-15 67.02%),26 (0.55),←,
38,"Pyke, Mike",29y 112d,61 (38-1-22 63.11%),30 (0.49),←,
43,"Rampe, Dane",23y 42d,13 (9-1-3 73.08%),1 (0.08),←,
25,"Richards, Ted",30y 184d,196 (116-4-76 60.20%),32 (0.16),163 (97-4-62 60.74%),13 (0.08)
40,"Smith, Nick",25y 32d,89 (53-2-34 60.67%),8 (0.09),←,
8,"Tippett, Kurt",26y 67d,108 (56-0-52 51.85%),197 (1.82),4 (3-0-1 75.00%),9 (2.25)
18,"White, Jesse",25y 186d,61 (30-2-29 50.82%),60 (0.98),←,
Totals,Totals,25y 295d,2359 (1413-44-902 59.90%),1484 (0.63),,
C,"Longmire, John",42y 195d,64 (43-2-19 68.75%),,←,
