West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",7,4,10,17,,2.0,10.0,,,2.0,4.0,,,2.0,,,,,,,,,
6,"Banfield, Drew",13,3,12,25,,,,3.0,3.0,2.0,3.0,3.0,,2.0,1.0,,,,,,,,
9,"Cousins, Ben",14,2,7,21,3,2.0,,2.0,2.0,9.0,2.0,3.0,1.0,3.0,3.0,,,,,,,,
35,"Crabb, Jaxon",1,1,1,2,,,,,,,1.0,,,,,,,,,,,,
29,"Donnelly, Andrew",11,9,5,16,2,2.0,1.0,1.0,,4.0,,,,1.0,,,,,,,,,
23,"Fewster, Brendon",5,4,4,9,,2.0,3.0,1.0,,1.0,1.0,2.0,4.0,1.0,,,,,,,,,
19,"Gardiner, Michael",6,5,3,9,,2.0,16.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,,
7,"Gehrig, Fraser",9,6,3,12,1,1.0,,2.0,,2.0,,5.0,2.0,,,,,,,,,,
27,"Jakovich, Glen",11,7,12,23,,,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,,,,,,,,
2,"Kemp, Dean",19,2,9,28,1,2.0,,3.0,,5.0,9.0,6.0,1.0,2.0,,,,,,,,,
30,"Matera, Peter",13,1,3,16,2,,,1.0,4.0,4.0,,,2.0,1.0,,,,,,,,,
11,"McIntosh, Ashley",6,2,4,10,,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,
17,"McKenna, Guy",4,2,2,6,,,,7.0,,,1.0,,,,,,,,,,,,
8,"Metropolis, Daniel",7,1,1,8,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,
42,"Morrison, Chad",10,3,6,16,,,,,2.0,1.0,,,2.0,,,,,,,,,,
36,"Read, Phillip",13,3,5,18,,1.0,,2.0,2.0,5.0,4.0,,3.0,1.0,,,,,,,,,
21,"Schofield, Jarrad",11,3,3,14,1,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,
16,"Symmons, Paul",16,4,3,19,1,2.0,,,1.0,3.0,2.0,1.0,,,,,,,,,,,
39,"Waterman, Chris",9,4,14,23,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,
44,"Wirrpanda, David",4,,1,5,1,,,,,,,,,1.0,,,,,,,,,
13,"Wooden, Josh",5,2,6,11,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
24,"Worsfold, John",5,3,8,13,,,,,4.0,,,2.0,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,71,122,321,12,20.0,32.0,29.0,28.0,50.0,34.0,26.0,20.0,22.0,6.0,,,,,,,,
Opposition,Opposition,201,78,96,297,12,12.0,33.0,18.0,29.0,47.0,26.0,21.0,23.0,20.0,,,,,,,,,
