Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Chick, Daniel",21y 166d,39 (19-1-19 50.00%),36 (0.92),←,
9,"Crawford, Shane",22y 320d,88 (46-1-41 52.84%),70 (0.80),←,
34,"Graham, Mark",24y 135d,79 (36-1-42 46.20%),24 (0.30),←,
5,"Harford, Daniel",20y 129d,50 (22-0-28 44.00%),23 (0.46),←,
13,"Hassall, Jon",23y 346d,63 (26-2-35 42.86%),13 (0.21),13 (7-0-6 53.85%),1 (0.08)
26,"Hay, Jonathan",17y 347d,1 (0-0-1 0.00%),,←,
11,"Kappler, Darren",32y 184d,173 (58-1-114 33.82%),144 (0.83),27 (13-1-13 50.00%),19 (0.70)
14,"Krummel, Brendan",25y 32d,37 (20-0-17 54.05%),19 (0.51),27 (14-0-13 51.85%),16 (0.59)
12,"Lawrence, Stephen",28y 95d,137 (80-0-57 58.39%),29 (0.21),←,
37,"Lekkas, Angelo",21y 27d,20 (9-0-11 45.00%),2 (0.10),←,
15,"Lord, Aaron",22y 5d,49 (31-1-17 64.29%),34 (0.69),17 (8-0-9 47.06%),15 (0.88)
7,"McCabe, Luke",20y 350d,28 (14-0-14 50.00%),3 (0.11),←,
44,"Platten, John",34y 131d,253 (165-1-87 65.42%),226 (0.89),←,
18,"Pritchard, Darrin",31y 127d,208 (135-1-72 65.14%),93 (0.45),←,
20,"Rawlings, Jade",19y 290d,5 (0-0-5 0.00%),9 (1.80),←,
10,"Robran, Jonathon",24y 278d,34 (16-0-18 47.06%),1 (0.03),←,
4,"Salmon, Paul",32y 187d,244 (139-3-102 57.58%),523 (2.14),35 (16-1-18 47.14%),14 (0.40)
28,"Scott, Brad",21y 84d,17 (8-0-9 47.06%),5 (0.29),←,
6,"Taylor, Richard",24y 12d,48 (23-1-24 48.96%),21 (0.44),←,
8,"Treleven, Craig",27y 42d,38 (18-1-19 48.68%),11 (0.29),←,
30,"Woods, Tony",28y 24d,88 (39-1-48 44.89%),22 (0.25),57 (23-1-33 41.23%),12 (0.21)
Totals,Totals,24y 349d,1699 (904-15-780 53.21%),1308 (0.77),,
C,"Judge, Ken",39y 192d,40 (19-1-20 48.75%),,←,
