Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bairstow, Mark",19,3,8,27,,1.0,,,,,,,1.0,3.0,,,,,,,,,
6,"Barnes, John",10,4,3,13,,,8.0,1.0,,,,,1.0,2.0,,,,,,,,,
40,"Brown, Paul",3,2,5,8,1,,,,,,,,1.0,2.0,,,,,,,,,
16,"Brownless, Bill",13,9,3,16,7,4.0,,,,,,,,1.0,,,,,,,,,
19,"Bruns, Neville",1,,,1,,,,,,,,,,,,,,,,,,,
14,"Handley, Steven",11,5,7,18,,,5.0,1.0,,,,,,1.0,,,,,,,,,
29,"Hinkley, Ken",11,5,2,13,2,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,
32,"Hocking, Garry",10,1,10,20,,1.0,,2.0,,,,,3.0,2.0,,,,,,,,,
1,"Hocking, Steve",6,2,4,10,,,,1.0,,,,,,1.0,,,,,,,,,
18,"MacNish, Andrew",1,1,1,2,,,,,,,,,,,,,,,,,,,
21,"Mansfield, Michael",7,2,9,16,,,,,,,,,,1.0,,,,,,,,,
17,"McGrath, Tim",12,2,4,16,,,,,,,,,,2.0,,,,,,,,,
2,"Miles, Geoff",6,1,1,7,,,,,,,,,,,,,,,,,,,
22,"Neeld, Mark",2,2,2,4,,,,,,,,,,2.0,,,,,,,,,
15,"Riccardi, Peter",9,4,1,10,,,,1.0,,,,,,1.0,,,,,,,,,
20,"Rogers, Andrew",5,1,7,12,,,,1.0,,,,,,,,,,,,,,,
8,"Scott, Robert",10,1,6,16,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
37,"Simpson, Sean",17,8,2,19,,,,1.0,,,,,,3.0,,,,,,,,,
26,"Stoneham, Barry",7,3,9,16,1,2.0,6.0,2.0,,,,,,2.0,,,,,,,,,
4,"Wills, Andrew",11,,3,14,,1.0,,2.0,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,56,87,258,11,12.0,19.0,15.0,,,,,11.0,29.0,,,,,,,,,
Opposition,Opposition,223,69,183,406,24,25.0,25.0,28.0,,,,,29.0,11.0,6.0,,,,,,,,
