North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",12,4,8,20,,,,3.0,2.0,4.0,1.0,3.0,3.0,,,6.0,14.0,,,3.0,2.0,,89.0
16,"Bonar, Aiden",7,4,3,10,,,,1.0,3.0,,,1.0,1.0,1.0,,4.0,6.0,,,5.0,,,79.0
4 ↓,"Corr, Aidan",7,5,5,12,,,,,3.0,,,1.0,,,,3.0,9.0,,,5.0,,,67.0
9,"Davies-Uniacke, Luke",11,4,9,20,1,1.0,,5.0,2.0,3.0,2.0,3.0,1.0,3.0,,9.0,14.0,,,,,,79.0
22,"Goldstein, Todd",4,1,15,19,1,,25.0,3.0,,1.0,5.0,2.0,5.0,1.0,,15.0,4.0,1.0,1.0,3.0,,,96.0
20,"Larkey, Nick",4,1,3,7,,,3.0,,1.0,2.0,1.0,1.0,,,,3.0,4.0,,,3.0,,2.0,75.0
35 ↑,"Lazzaro, Charlie",1,1,,1,,,,1.0,1.0,,,1.0,,,,,1.0,,,,2.0,,20.0
1,"Mahony, Jack",11,3,3,14,1,1.0,,3.0,,2.0,2.0,7.0,3.0,2.0,,7.0,10.0,,1.0,2.0,,1.0,89.0
23,"McKay, Ben",5,4,6,11,,,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,,6.0,5.0,2.0,,9.0,,,99.0
31,"Menadue, Connor",8,5,8,16,,,,1.0,2.0,2.0,,3.0,2.0,,,5.0,11.0,,,1.0,1.0,,75.0
13,"Polec, Jared",13,2,9,22,,,,2.0,3.0,3.0,3.0,5.0,2.0,3.0,,10.0,11.0,,,1.0,,,85.0
24,"Powell, Tom",12,3,7,19,1,1.0,,1.0,4.0,2.0,,4.0,1.0,1.0,,4.0,15.0,,1.0,,,1.0,74.0
8,"Scott, Bailey",13,6,4,17,2,2.0,,4.0,2.0,1.0,1.0,2.0,1.0,1.0,,6.0,12.0,,1.0,3.0,,,83.0
12,"Simpkin, Jy",10,2,13,23,,,,2.0,1.0,4.0,6.0,4.0,1.0,2.0,,13.0,8.0,,,,,1.0,82.0
2,"Stephenson, Jaidyn",17,5,16,33,,2.0,,7.0,4.0,5.0,5.0,4.0,3.0,1.0,,9.0,22.0,,1.0,1.0,1.0,,76.0
5,"Taylor, Curtis",5,2,5,10,,,,,,3.0,,2.0,2.0,,,6.0,4.0,1.0,1.0,1.0,,1.0,70.0
26,"Thomas, Tarryn",8,3,7,15,2,,,3.0,,6.0,1.0,4.0,2.0,1.0,,8.0,7.0,,,2.0,,,70.0
28,"Turner, Kayne",2,2,10,12,,1.0,,4.0,,,1.0,6.0,,2.0,,8.0,4.0,,,2.0,,,85.0
21,"Tyson, Dom",5,6,8,13,,,,3.0,,3.0,,4.0,,1.0,,,13.0,,,1.0,,,61.0
19,"Walker, Josh",6,6,1,7,1,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,4.0,2.0,2.0,3.0,,,90.0
17,"Young, Lachie",8,3,6,14,,,,2.0,4.0,2.0,,1.0,2.0,,,6.0,10.0,,,4.0,,,88.0
7,"Ziebell, Jack",19,4,6,25,,,,3.0,10.0,1.0,,2.0,2.0,,,6.0,9.0,,,2.0,,,83.0
44,"Zurhaar, Cameron",5,1,5,10,,,,4.0,,3.0,,3.0,,1.0,,1.0,8.0,,,,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,77,157,350,9,11.0,28.0,56.0,43.0,50.0,29.0,66.0,33.0,23.0,,138.0,205.0,6.0,8.0,51.0,6.0,6.0,
Opposition,Opposition,229,88,146,375,17,15.0,36.0,54.0,40.0,60.0,36.0,69.0,23.0,33.0,6.0,147.0,221.0,10.0,17.0,48.0,9.0,11.0,
