Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",21y 306d,16 (11-0-5 68.75%),8 (0.50),←,
18,"Betts, Eddie",29y 169d,237 (104-3-130 44.51%),426 (1.80),53 (29-0-24 54.72%),136 (2.57)
16,"Brown, Luke",23y 234d,77 (41-0-36 53.25%),4 (0.05),←,
23,"Cameron, Charlie",21y 313d,33 (18-0-15 54.55%),42 (1.27),←,
25,"Cheney, Kyle",26y 262d,61 (35-0-26 57.38%),2 (0.03),20 (11-0-9 55.00%),
2,"Crouch, Brad",22y 120d,29 (13-0-16 44.83%),10 (0.34),←,
44,"Crouch, Matt",21y 22d,33 (20-0-13 60.61%),6 (0.18),←,
26,"Douglas, Richard",29y 97d,179 (92-0-87 51.40%),120 (0.67),←,
15,"Hartigan, Kyle",24y 188d,35 (22-0-13 62.86%),,←,
45,"Henderson, Ricky",27y 245d,83 (41-0-42 49.40%),42 (0.51),←,
24,"Jacobs, Sam",28y 33d,135 (70-0-65 51.85%),30 (0.22),118 (63-0-55 53.39%),27 (0.23)
4,"Jenkins, Josh",27y 95d,77 (42-0-35 54.55%),146 (1.90),←,
6,"Lever, Jake",20y 69d,20 (11-0-9 55.00%),,←,
27,"Lynch, Tom",25y 241d,67 (39-0-28 58.21%),100 (1.49),61 (35-0-26 57.38%),96 (1.57)
41,"McGovern, Mitch",21y 215d,8 (4-0-4 50.00%),10 (1.25),←,
30,"Milera, Wayne",18y 242d,5 (3-0-2 60.00%),1 (0.20),←,
11,"Seedsman, Paul",24y 112d,57 (31-0-26 54.39%),21 (0.37),8 (4-0-4 50.00%),4 (0.50)
9,"Sloane, Rory",26y 57d,126 (68-0-58 53.97%),79 (0.63),←,
33,"Smith, Brodie",24y 120d,105 (59-0-46 56.19%),31 (0.30),←,
12,"Talia, Daniel",24y 224d,106 (59-0-47 55.66%),5 (0.05),←,
5,"Thompson, Scott",33y 60d,293 (160-0-133 54.61%),160 (0.55),254 (142-0-112 55.91%),143 (0.56)
13,"Walker, Taylor",26y 18d,115 (61-0-54 53.04%),270 (2.35),←,
Totals,Totals,24y 339d,1897 (1004-3-890 52.93%),1513 (0.80),,
C,"Pyke, Don",47y 160d,8 (4-0-4 50.00%),,←,
