Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bellchambers, Tom",5,3,6,11,1,1.0,33.0,3.0,1.0,1.0,1.0,2.0,,1.0,,8.0,3.0,1.0,1.0,1.0,,,98.0
22,"Carlisle, Jake",5,,2,7,,,,2.0,,,1.0,1.0,2.0,1.0,,4.0,1.0,,,3.0,,,92.0
12,"Crameri, Stewart",10,5,7,17,4,2.0,,5.0,,2.0,,1.0,4.0,1.0,1.0,11.0,7.0,1.0,4.0,1.0,,2.0,93.0
29,"Davey, Alwyn",7,1,5,12,1,3.0,,4.0,,2.0,,3.0,2.0,3.0,,6.0,6.0,,1.0,1.0,3.0,1.0,74.0
15 ↓,"Dempsey, Courtenay",1,1,2,3,,,,,,1.0,,,,,,1.0,2.0,,,,,,44.0
2 ↑,"Dyson, Ricky",11,5,3,14,,1.0,,3.0,1.0,2.0,1.0,1.0,,,,4.0,10.0,,,,,,67.0
31,"Fletcher, Dustin",17,7,3,20,,,,,6.0,,,1.0,1.0,1.0,,5.0,10.0,,,11.0,,,100.0
34,"Hardingham, Kyle",13,5,1,14,,,,2.0,5.0,2.0,1.0,,,,,5.0,8.0,,,5.0,,,99.0
21,"Heppell, Dyson",12,2,9,21,,,,3.0,2.0,2.0,3.0,,1.0,,,9.0,15.0,,,3.0,2.0,,93.0
43,"Hibberd, Michael",15,6,10,25,,,,2.0,4.0,4.0,1.0,4.0,3.0,,,9.0,16.0,1.0,,1.0,,1.0,96.0
39,"Hocking, Heath",8,1,11,19,,2.0,,6.0,1.0,2.0,4.0,5.0,1.0,3.0,,7.0,10.0,,,6.0,,,85.0
40,"Howlett, Ben",11,1,13,24,,,,5.0,3.0,3.0,7.0,2.0,,1.0,,16.0,7.0,,,5.0,1.0,,81.0
18,"Hurley, Michael",9,3,4,13,2,1.0,,,1.0,3.0,,2.0,4.0,1.0,,6.0,6.0,,2.0,1.0,,1.0,98.0
7,"Jetta, Leroy",12,5,12,24,2,1.0,,2.0,,4.0,,4.0,2.0,2.0,,8.0,17.0,,,1.0,,2.0,90.0
17,"Melksham, Jake",8,4,4,12,,1.0,,4.0,3.0,,,,,,,4.0,8.0,,1.0,,,,87.0
6,"Monfries, Angus",16,5,12,28,,,,1.0,,8.0,1.0,4.0,2.0,,,12.0,18.0,,,2.0,,,87.0
16,"Pears, Tayte",13,6,11,24,,,,4.0,1.0,3.0,,1.0,1.0,,,8.0,13.0,2.0,,5.0,,,96.0
37,"Reimers, Kyle",5,3,1,6,1,,,4.0,,3.0,1.0,1.0,,,,3.0,3.0,,1.0,2.0,,,73.0
30,"Ryder, Paddy",8,7,9,17,2,,11.0,2.0,,1.0,1.0,2.0,,1.0,,11.0,7.0,3.0,2.0,7.0,,1.0,98.0
5,"Stanton, Brent",12,4,8,20,,,,8.0,3.0,5.0,4.0,2.0,,1.0,,13.0,7.0,,,,,1.0,86.0
4,"Watson, Jobe",13,1,12,25,2,,,5.0,2.0,5.0,8.0,2.0,2.0,2.0,2.0,20.0,7.0,,,,,1.0,76.0
11,"Zaharakis, David",4,2,8,12,,1.0,,3.0,,3.0,2.0,1.0,,,,6.0,6.0,1.0,,2.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,77,153,368,15,15.0,44.0,68.0,33.0,56.0,36.0,39.0,25.0,18.0,3.0,176.0,187.0,9.0,12.0,57.0,6.0,10.0,
Opposition,Opposition,192,52,160,352,13,10.0,34.0,72.0,33.0,48.0,41.0,63.0,18.0,25.0,3.0,161.0,193.0,5.0,8.0,68.0,9.0,9.0,
