Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
25,"Brown, Nathan",23y 329d,10 (4-0-6 40.00%),,←,
28,"Collins, Matthew",23y 157d,27 (14-0-13 51.85%),6 (0.22),13 (8-0-5 61.54%),4 (0.31)
33,"Farmer, Jeff",23y 14d,97 (39-0-58 40.21%),202 (2.08),←,
18,"Green, Brad",19y 117d,13 (8-0-5 61.54%),13 (1.00),←,
4,"Grgic, Brent",20y 274d,58 (25-0-33 43.10%),27 (0.47),←,
27,"Ingerson, Anthony",30y 269d,141 (57-0-84 40.43%),40 (0.28),104 (41-0-63 39.42%),15 (0.14)
16,"Johnstone, Travis",19y 357d,35 (14-0-21 40.00%),29 (0.83),←,
35,"McDonald, Anthony",28y 25d,72 (31-0-41 43.06%),30 (0.42),←,
23,"McDonald, James",23y 277d,57 (29-0-28 50.88%),25 (0.44),←,
44,"Nicholson, Alistair",22y 126d,23 (11-0-12 47.83%),,←,
7,"Powell, Stephen",23y 305d,48 (29-1-18 61.46%),37 (0.77),18 (10-0-8 55.56%),16 (0.89)
43,"Rigoni, Guy",25y 347d,63 (32-0-31 50.79%),21 (0.33),←,
24,"Robertson, Russell",21y 227d,50 (25-0-25 50.00%),66 (1.32),←,
5,"Schwarz, David",27y 350d,132 (57-1-74 43.56%),203 (1.54),←,
46,"Simmonds, Troy",21y 361d,20 (8-0-12 40.00%),4 (0.20),←,
42,"Walsh, Peter",23y 350d,35 (15-0-20 42.86%),7 (0.20),←,
26,"Ward, Daniel",22y 365d,23 (6-0-17 26.09%),4 (0.17),←,
31,"Wheatley, Paul",19y 87d,11 (8-0-3 72.73%),4 (0.36),←,
45,"Whelan, Matthew",20y 238d,15 (9-0-6 60.00%),,←,
34,"White, Jeff",23y 140d,93 (43-0-50 46.24%),56 (0.60),61 (30-0-31 49.18%),38 (0.62)
22,"Woewodin, Shane",23y 362d,87 (36-0-51 41.38%),38 (0.44),←,
13,"Yze, Adem",22y 291d,112 (46-0-66 41.07%),61 (0.54),←,
Totals,Totals,23y 128d,1222 (546-2-674 44.68%),873 (0.71),,
C,"Daniher, Neale",39y 144d,65 (32-0-33 49.23%),,←,
