Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Collins, Andrew",7,,5,12,,,,4.0,,,,,,2.0,,,,,,,,,
3,"Condon, Anthony",19,4,5,24,,,,3.0,,,,,1.0,1.0,,,,,,,,,
26,"Cooper, Paul",10,2,6,16,,,,2.0,,,,,1.0,1.0,,,,,,,,,
9,"Crawford, Shane",14,7,8,22,2,1.0,,4.0,,,,,2.0,,,,,,,,,,
4,"Crow, Scott",8,2,8,16,,1.0,,2.0,,,,,1.0,,,,,,,,,,
19,"Dunstall, Jason",13,7,2,15,6,4.0,,,,,,,1.0,1.0,,,,,,,,,
34,"Graham, Mark",12,5,6,18,,,7.0,4.0,,,,,2.0,1.0,,,,,,,,,
2,"Holland, Nick",7,5,2,9,,,,,,,,,2.0,,,,,,,,,,
17,"Hudson, Paul",6,2,4,10,,1.0,,,,,,,1.0,,,,,,,,,,
1,"Jencke, Ray",4,5,4,8,,,1.0,,,,,,,1.0,,,,,,,,,
24,"Langford, Chris",7,3,2,9,,,,,,,,,,2.0,,,,,,,,,
12,"Lawrence, Stephen",7,1,,7,,,18.0,1.0,,,,,2.0,1.0,,,,,,,,,
20,"Maginness, Scott",3,2,2,5,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
7,"McCabe, Luke",5,3,6,11,1,,,4.0,,,,,,,,,,,,,,,
28,"McDonald, Alex",6,1,3,9,1,,2.0,1.0,,,,,,1.0,,,,,,,,,
8,"Minton-Connell, Simon",,,,,,,,1.0,,,,,,2.0,,,,,,,,,
44,"Platten, John",14,,,14,,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
18,"Pritchard, Darrin",9,3,4,13,,,,3.0,,,,,2.0,,,,,,,,,,
10,"Robran, Jonathon",7,3,5,12,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Tallis, Rayden",2,,2,4,,,,4.0,,,,,,,,,,,,,,,
25,"Taylor, Jason",12,8,6,18,,,,,,,,,2.0,2.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,63,80,252,10,11.0,29.0,37.0,,,,,22.0,19.0,1.0,,,,,,,,
Opposition,Opposition,186,61,67,253,14,11.0,29.0,30.0,,,,,19.0,22.0,5.0,,,,,,,,
