Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",26y 94d,135 (85-2-48 63.70%),56 (0.41),←,
7,"Cunningham, Harry",21y 140d,34 (25-0-9 73.53%),19 (0.56),←,
23,"Franklin, Lance",28y 85d,208 (129-1-78 62.26%),672 (3.23),26 (20-0-6 76.92%),92 (3.54)
39,"Grundy, Heath",28y 327d,168 (104-2-62 62.50%),23 (0.14),←,
4,"Hannebery, Dan",24y 60d,124 (80-2-42 65.32%),57 (0.46),←,
5,"Heeney, Isaac",18y 355d,4 (3-0-1 75.00%),5 (1.25),←,
15,"Jack, Kieren",27y 301d,167 (101-3-63 61.38%),123 (0.74),←,
32,"Jetta, Lewis",25y 356d,107 (71-2-34 67.29%),89 (0.83),←,
12,"Kennedy, Josh",26y 309d,138 (88-2-48 64.49%),80 (0.58),125 (83-2-40 67.20%),76 (0.61)
11,"Laidler, Jeremy",25y 263d,49 (34-1-14 70.41%),6 (0.12),23 (19-0-4 82.61%),4 (0.17)
44,"Lloyd, Jake",21y 217d,25 (21-0-4 84.00%),10 (0.40),←,
21,"McGlynn, Ben",29y 262d,146 (87-2-57 60.27%),166 (1.14),102 (64-2-36 63.73%),138 (1.35)
3,"McVeigh, Jarrad",30y 18d,247 (151-4-92 61.94%),173 (0.70),←,
26,"Parker, Luke",22y 182d,86 (58-1-27 68.02%),63 (0.73),←,
38,"Pyke, Mike",31y 32d,94 (60-1-33 64.36%),44 (0.47),←,
24,"Rampe, Dane",24y 327d,52 (36-1-15 70.19%),4 (0.08),←,
20,"Reid, Sam",23y 119d,80 (56-2-22 71.25%),78 (0.98),←,
25,"Richards, Ted",32y 104d,235 (143-4-88 61.70%),32 (0.14),202 (124-4-74 62.38%),13 (0.06)
16,"Rohan, Gary",23y 322d,47 (28-1-18 60.64%),31 (0.66),←,
2,"Shaw, Rhyce",33y 191d,217 (122-1-94 56.45%),43 (0.20),123 (74-1-48 60.57%),23 (0.19)
40,"Smith, Nick",26y 317d,124 (77-2-45 62.90%),9 (0.07),←,
8,"Tippett, Kurt",27y 352d,134 (75-0-59 55.97%),262 (1.96),30 (22-0-8 73.33%),74 (2.47)
Totals,Totals,26y 165d,2621 (1634-34-953 62.34%),2045 (0.78),,
C,"Longmire, John",44y 115d,103 (70-2-31 68.93%),,←,
