St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",27y 26d,121 (50-1-70 41.74%),76 (0.63),←,
27,"Bruce, Josh",23y 34d,38 (8-0-30 21.05%),46 (1.21),24 (7-0-17 29.17%),43 (1.79)
24,"Dempster, Sean",31y 173d,196 (97-3-96 50.26%),20 (0.10),142 (62-3-77 44.72%),12 (0.08)
7,"Dunstan, Luke",20y 164d,29 (9-0-20 31.03%),17 (0.59),←,
25,"Fisher, Sam",33y 2d,208 (118-4-86 57.69%),22 (0.11),←,
14,"Geary, Jarryn",27y 19d,112 (62-0-50 55.36%),20 (0.18),←,
19,"Gilbert, Sam",28y 327d,150 (88-4-58 60.00%),29 (0.19),←,
18,"Longer, Billy",22y 61d,39 (8-0-31 20.51%),2 (0.05),30 (6-0-24 20.00%),2 (0.07)
37,"Lonie, Jack",18y 333d,13 (5-0-8 38.46%),10 (0.77),←,
28,"Membrey, Tim",21y 47d,11 (4-0-7 36.36%),7 (0.64),10 (3-0-7 30.00%),7 (0.70)
11,"Montagna, Leigh",31y 252d,241 (130-4-107 54.77%),142 (0.59),←,
16,"Newnes, Jack",22y 138d,61 (18-0-43 29.51%),7 (0.11),←,
22,"Ray, Farren",29y 111d,202 (103-4-95 51.98%),58 (0.29),127 (68-3-56 54.72%),26 (0.20)
12,"Riewoldt, Nick",32y 268d,291 (145-5-141 50.69%),639 (2.20),←,
17,"Roberton, Dylan",24y 21d,77 (33-0-44 42.86%),11 (0.14),40 (11-0-29 27.50%),6 (0.15)
6,"Ross, Sebastian",22y 66d,32 (8-0-24 25.00%),5 (0.16),←,
5,"Savage, Shane",24y 188d,83 (48-0-35 57.83%),47 (0.57),27 (7-0-20 25.93%),10 (0.37)
13,"Schneider, Adam",31y 61d,225 (131-3-91 58.89%),257 (1.14),127 (71-2-54 56.69%),158 (1.24)
40,"Sinclair, Jack",20y 150d,12 (4-0-8 33.33%),14 (1.17),←,
3,"Steven, Jack",25y 106d,104 (39-1-64 37.98%),72 (0.69),←,
29,"Webster, Jimmy",22y 14d,32 (8-0-24 25.00%),2 (0.06),←,
44,"Weller, Maverick",23y 149d,60 (12-0-48 20.00%),14 (0.23),28 (6-0-22 21.43%),11 (0.39)
Totals,Totals,25y 206d,2337 (1128-29-1180 48.27%),1517 (0.65),,
C,"Richardson, Alan",50y 56d,37 (9-0-28 24.32%),,36 (9-0-27 25.00%),
