St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Baker, Steven",6,6.0,3.0,9,,,,,2.0,1.0,,,,,,1.0,9,,,4.0,,,100.0
14,"Ball, Luke",9,3.0,10.0,19,,,2.0,2.0,2.0,4.0,4.0,2.0,,1.0,,6.0,13,,,3.0,,,90.0
6,"Black, Heath",8,1.0,1.0,9,,,,2.0,3.0,2.0,1.0,,1.0,,,3.0,6,,,1.0,,,54.0
24,"Brooks, Barry",6,2.0,,6,,,1.0,2.0,1.0,2.0,,,,,,1.0,4,,,3.0,,,33.0
3,"Burke, Nathan",7,6.0,3.0,10,1.0,,,,1.0,2.0,,1.0,,1.0,,2.0,8,,1.0,3.0,3.0,,87.0
20,"Clarke, Xavier",2,1.0,,2,,,,,,,,,,,,,2,,,1.0,,,68.0
9,"Gehrig, Fraser",6,3.0,2.0,8,,1.0,,,3.0,1.0,,3.0,,2.0,,4.0,4,2.0,,3.0,,,88.0
18,"Goddard, Brendon",13,10.0,6.0,19,,,,4.0,12.0,,2.0,1.0,,,,6.0,13,1.0,,4.0,,,100.0
2,"Hamill, Aaron",14,9.0,10.0,24,2.0,2.0,,8.0,,4.0,1.0,6.0,1.0,3.0,,13.0,11,4.0,3.0,3.0,,1.0,100.0
35,"Harvey, Robert",17,4.0,11.0,28,2.0,,,2.0,1.0,5.0,6.0,5.0,,4.0,,11.0,18,,,1.0,,,100.0
7,"Hayes, Lenny",17,6.0,10.0,27,2.0,,,7.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,10.0,18,,1.0,6.0,,1.0,96.0
8,"Hudghton, Max",4,7.0,7.0,11,,,,,2.0,1.0,,,,,2.0,4.0,7,2.0,,6.0,,,100.0
5,"Jones, Austinn",13,1.0,7.0,20,,,,1.0,1.0,7.0,3.0,1.0,,,,5.0,15,,1.0,4.0,,2.0,100.0
23,"Koschitzke, Justin",15,13.0,5.0,20,3.0,1.0,5.0,2.0,,5.0,2.0,4.0,3.0,3.0,,6.0,15,2.0,3.0,1.0,1.0,1.0,100.0
15,"Lawrence, Steven",8,7.0,5.0,13,2.0,1.0,,,,,1.0,2.0,1.0,1.0,,3.0,10,,5.0,,,1.0,71.0
28,"Montagna, Leigh",1,,,1,,,,,,1.0,,,,,,,1,,,,,,14.0
43,"Moyle, Brett",3,3.0,10.0,13,,,,,,1.0,1.0,2.0,1.0,1.0,,8.0,5,,,,,,46.0
1,"Peckett, Justin",12,6.0,7.0,19,2.0,,,1.0,2.0,5.0,,,,,,4.0,15,,1.0,2.0,1.0,,85.0
19,"Penny, Luke",5,2.0,,5,,,1.0,,3.0,,2.0,3.0,,2.0,,3.0,2,,,,,,90.0
17,"Powell, Stephen",15,9.0,11.0,26,,2.0,1.0,2.0,4.0,4.0,,2.0,,1.0,,9.0,18,,1.0,1.0,2.0,1.0,91.0
12,"Riewoldt, Nick",6,5.0,4.0,10,1.0,2.0,,,,3.0,,1.0,,1.0,,2.0,8,1.0,3.0,1.0,,1.0,100.0
4,"Thompson, Andrew",4,3.0,7.0,11,,1.0,,1.0,,1.0,1.0,2.0,,,,5.0,6,,1.0,2.0,,,88.0
Totals,Totals,191,107.0,119.0,310,15.0,10.0,10.0,34.0,38.0,52.0,29.0,37.0,8.0,21.0,5.0,106.0,208,12.0,20.0,49.0,7.0,8.0,
Opposition,Opposition,204,96.0,113.0,317,12.0,13.0,24.0,35.0,35.0,53.0,34.0,33.0,21.0,8.0,1.0,125.0,196,11.0,15.0,43.0,22.0,8.0,
