Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",22y 240d,74 (18-0-56 24.32%),87 (1.18),←,
13,"Boston, Andrew",21y 68d,9 (2-0-7 22.22%),7 (0.78),←,
31,"Brooksby, Keegan",25y 33d,1 (0-0-1 0.00%),1 (1.00),←,
23,"Dixon, Charlie",24y 249d,55 (17-0-38 30.91%),70 (1.27),←,
14,"Hallahan, Mitch",22y 280d,12 (3-0-9 25.00%),3 (0.25),6 (0-0-6 0.00%),1 (0.17)
5,"Harbrow, Jarrod",26y 316d,155 (65-1-89 42.26%),46 (0.30),85 (25-0-60 29.41%),25 (0.29)
28,"Kolodjashnij, Kade",19y 294d,27 (8-0-19 29.63%),5 (0.19),←,
40,"Lemmens, Sean",20y 209d,26 (10-0-16 38.46%),5 (0.19),←,
37,"Lonergan, Jesse",20y 197d,18 (5-0-13 27.78%),2 (0.11),←,
19,"Lynch, Tom",22y 211d,67 (19-0-48 28.36%),93 (1.39),←,
4,"Martin, Jack",20y 121d,17 (5-0-12 29.41%),16 (0.94),←,
32,"Matera, Brandon",23y 80d,61 (18-0-43 29.51%),68 (1.11),←,
17,"May, Steven",23y 140d,59 (19-0-40 32.20%),15 (0.25),←,
18,"McKenzie, Trent",23y 57d,83 (24-0-59 28.92%),20 (0.24),←,
44,"Miller, Touk",19y 97d,9 (1-0-8 11.11%),3 (0.33),←,
22,"Nicholls, Tom",23y 87d,21 (7-0-14 33.33%),5 (0.24),←,
35,"Rischitelli, Michael",29y 142d,187 (68-3-116 37.17%),82 (0.44),76 (19-0-57 25.00%),35 (0.46)
8,"Russell, Luke",23y 126d,59 (14-0-45 23.73%),24 (0.41),←,
42,"Saad, Adam",20y 311d,8 (1-0-7 12.50%),1 (0.13),←,
20,"Schade, Henry",21y 234d,5 (1-0-4 20.00%),,←,
6,"Sexton, Alex",21y 178d,32 (8-0-24 25.00%),15 (0.47),←,
25,"Stanley, Danny",27y 101d,83 (24-0-59 28.92%),38 (0.46),78 (23-0-55 29.49%),38 (0.49)
Totals,Totals,22y 321d,1068 (337-4-727 31.55%),606 (0.57),,
C,"Eade, Rodney",57y 56d,323 (170-4-149 53.25%),,9 (1-0-8 11.11%),
